"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,01;6069;0;0;56,3911096021119;1,5691678840933
0,02;6046;0;0;47,1854216357498;1,8795976247249
0,03;6054;0;0;0,629134159338509;0,10427418140088
0,04;6104;0;0;50,9617615474953;1,7057260227235
0,05;6038;79;0,013083802583637;57,2871520301944;1,6375759916652
0,06;6094;52;0,00853298326222514;1,10512192310465;0,18640361571902
0,07;6070;111;0,0182866556836903;69,5925551296235;1,5434611860908
0,08;6090;77;0,0126436781609195;74,7032971419366;1,4623544862166
0,09;6092;23;0,00377544320420223;0,676652293521495;0,070969341418116
0,1;6078;62;0,0102007239223429;79,40201512619;1,4037397456437
0,11;6075;38;0,00625514403292181;86,128720463971;1,313390012896
0,12;6048;128;0,0211640211640212;1,73422568550562;0,29046445889654
0,13;6078;23;0,00378413951957881;93,2679170219158;1,2763771130539
0,14;6059;13;0,00214556857567255;98,3229165074437;1,1495094655228
0,15;6073;106;0,0174543059443438;1,74238754644311;0,24865245486476
0,16;6089;8;0,00131384463787157;105,966788305964;1,0670595657582
0,17;6069;3;0,000494315373208107;110,016400462423;0,99373491324465
0,18;6067;115;0,0189550024723916;2,16730289264379;0,28553916745825
0,19;6077;8;0,00131643903241731;117,734637294271;0,84696779205327
0,2;6103;2;0,000327707684745207;121,680941825867;0,84406451635755
0,21;6074;101;0,0166282515640435;2,04724654210834;0,24822585287568
0,22;6056;1;0,000165125495376486;130,139866536397;0,60995697708159
0,23;6060;1;0,000165016501650165;134,793390886134;0,56064869082557
0,24;6082;69;0,0113449523183163;1,95325289796913;0,19212766828421
0,25;6088;3;0,000492772667542707;142,652584897733;0,40834292302793
0,26;6059;7;0,00115530615613137;145,94614516023;0,3666653000123
0,27;6068;18;0,0029663810151615;1,6426360818198;0,10006159708826
0,28;6052;2;0,000330469266358229;152,244887842955;0,33696359952895
0,29;6084;3;0,000493096646942801;154,364885175668;0,34861716430807
0,3;6084;8;0,00131492439184747;1,82470486987927;0,067566775826606
