"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,01;1896;0;0;11,1074624230291;0,8176071948012
0,02;1909;0;0;10,8855435964626;1,3252365197546
0,03;1911;0;0;0,26264130022618;0,053870785595171
0,04;1899;0;0;11,4064917693786;1,6035313735643
0,05;1886;322;0,170731707317073;11,7342197927175;1,5216038994928
0,06;1913;68;0,0355462624150549;0,761884554378444;0,16774034548246
0,07;1906;529;0,277544596012592;13,7433923124774;1,351956611049
0,08;1909;437;0,228915662650602;13,9150010045575;1,2482199918648
0,09;1918;84;0,0437956204379562;0,810414198432071;0,18068444044464
0,1;1917;387;0,2018779342723;14,2477995423238;1,1547857284102
0,11;1923;338;0,175767030681227;14,7626392676547;1,1133480893191
0,12;1908;101;0,0529350104821803;1,02987098709343;0,23217691089565
0,13;1886;307;0,162778366914104;15,0242318190836;1,0437958579727
0,14;1890;263;0,139153439153439;15,191552333028;1,0219670444983
0,15;1904;96;0,0504201680672269;1,18566038105637;0,22061336545838
0,16;1919;250;0,130276185513288;15,3723864870224;0,96710208376453
0,17;1919;253;0,131839499739448;15,3609036545778;0,94071021396055
0,18;1907;144;0,075511274252753;1,63668035358149;0,31834386611902
0,19;1898;223;0,117492096944152;14,4602097123112;0,90337380201832
0,2;1910;201;0,105235602094241;13,7527723412341;0,87475868225171
0,21;1898;167;0,0879873551106428;2,02965642333423;0,36171982450676
0,22;1920;208;0,108333333333333;13,303051833329;0,83155890319421
0,23;1909;175;0,0916710319539026;14,0959031608297;0,84909711034791
0,24;1911;69;0,0361067503924647;1,16913116489749;0,17419751402997
0,25;1914;183;0,0956112852664577;14,4038305603605;0,84303699807879
0,26;1919;149;0,0776446065659197;14,9910182688746;0,83436610757858
0,27;1890;82;0,0433862433862434;1,40251424281295;0,20076290174985
0,28;1901;164;0,0862703840084166;15,1022805472474;0,79603853537174
0,29;1901;146;0,076801683324566;14,837937885055;0,7928854658265
0,3;1913;66;0,0345007841087297;1,2442940118276;0,14651253037306
