"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,01;3278;0;0;25,1679970317743;1,1665824625773
0,02;3303;0;0;21,7960070002239;1,6812376551591
0,03;3265;0;0;0,588976841015248;0,1074787998311
0,04;3306;0;0;22,5360865267604;1,6310947807926
0,05;3278;195;0,0594874923733984;24,688643653596;1,5796724565648
0,06;3321;26;0,00782896717856067;0,444889227710321;0,072010794955135
0,07;3289;367;0,111584068105807;26,7254052208848;1,4275056071831
0,08;3300;322;0,0975757575757576;27,3062580498165;1,366304548487
0,09;3265;78;0,0238897396630934;0,857468137446451;0,17868298173126
0,1;3306;258;0,0780399274047187;29,024324125629;1,290647103686
0,11;3292;215;0,0653098420413123;29,963690208868;1,2385790100804
0,12;3320;32;0,00963855421686747;0,544138388899022;0,081036097345369
0,13;3304;237;0,0717312348668281;31,1442466842434;1,1958875636914
0,14;3308;180;0,0544135429262394;35,2890155759755;1,1990827361467
0,15;3303;51;0,0154405086285195;0,916694711621648;0,13132703531574
0,16;3309;185;0,0559081293442128;34,7379088116786;1,1428727680505
0,17;3289;140;0,0425661295226513;34,290815373174;1,1329766927294
0,18;3300;85;0,0257575757575758;1,47537974458691;0,18662812061601
0,19;3296;151;0,0458131067961165;37,7810038473545;1,1345268553394
0,2;3292;127;0,0385783718104496;34,0366414943343;1,1081777308906
0,21;3292;100;0,0303766707168894;1,60792688558756;0,24202212754581
0,22;3293;162;0,0491952626784087;31,0139690436539;1,0063380660451
0,23;3292;146;0,0443499392466586;33,29174154016;1,0238655106785
0,24;3271;64;0,0195658819932742;1,46466909811009;0,17058978445247
0,25;3294;101;0,0306618093503339;46,5373212938941;1,1565518133767
0,26;3304;113;0,0342009685230024;41,1256287396023;1,0140752583244
0,27;3295;60;0,0182094081942337;1,52308731183152;0,16748815582964
0,28;3299;81;0,0245528948166111;42,9313040494273;1,1362302035671
0,29;3309;85;0,0256875188878815;40,3638363667816;1,0768871510538
0,3;3295;51;0,0154779969650986;1,53519300450038;0,16216128206666
