"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;81;4497
2;2;134;7450
3;3;145;8085
4;4;139;7657
5;5;96;5344
6;6;66;3636
7;7;60;3316
8;8;53;2949
9;9;96;5303
10;10;128;7108
11;11;137;7583
12;12;156;8655
13;13;115;6372
14;14;70;3888
15;15;56;3115
16;16;56;3105
17;17;100;5536
18;18;133;7418
19;19;133;7403
20;20;137;7624
21;21;92;5093
22;22;41;2277
23;23;37;2063
24;24;12;682
25;25;49;2734
26;26;85;4771
27;27;89;4964
28;28;94;5252
29;29;43;2402
30;30;10;556
31;31;33;1833
32;32;47;2630
33;33;105;5804
34;34;128;7105
35;35;128;7112
36;36;144;8009
37;37;100;5514
38;38;63;3485
39;39;55;3036
40;40;50;2791
41;41;111;6117
42;42;146;8122
43;43;152;8434
44;44;146;8086
45;45;97;5390
46;46;65;3574
47;47;61;3393
48;48;54;3007
49;49;94;5246
50;50;131;7284
51;51;139;7709
52;52;129;7183
53;53;75;4189
54;54;26;1454
55;55;13;719
56;56;4;222
57;57;52;2888
58;58;84;4634
59;59;84;4650
60;60;90;4973
61;61;58;3233
62;62;38;2091
63;63;49;2727
64;64;46;2545
65;65;87;4778
66;66;123;6834
67;67;130;7197
68;68;137;7547
69;69;96;5356
70;70;60;3322
71;71;70;3889
72;72;70;3908
73;73;114;6346
74;74;134;7425
75;75;131;7255
76;76;139;7729
77;77;97;5425
78;78;63;3492
79;79;55;3072
80;80;50;2758
81;81;112;6219
82;82;140;7741
83;83;127;7009
84;84;107;5900
85;85;56;3107
86;86;23;1274
87;87;9;504
88;88;3;171
89;89;47;2619
90;90;80;4395
91;91;101;5587
92;92;107;5952
93;93;74;4107
94;94;51;2821
95;95;47;2599
96;96;45;2504
97;97;91;5065
98;98;130;7224
99;99;132;7333
100;100;137;7589
101;101;111;6129
102;102;79;4375
103;103;77;4256
104;104;56;3107
105;105;97;5390
106;106;131;7287
107;107;138;7623
108;108;145;7998
109;109;94;5224
110;110;60;3334
111;111;72;4013
112;112;70;3924
113;113;107;5961
114;114;100;5536
115;115;96;5301
116;116;106;5905
117;117;58;3209
118;118;13;724
119;119;5;281
120;120;0;0
121;121;66;3704
122;122;100;5569
123;123;104;5793
124;124;109;6018
125;125;73;4025
126;126;54;3029
127;127;51;2844
128;128;48;2677
129;129;97;5451
130;130;126;6967
131;131;150;8327
132;132;157;8700
133;133;115;6414
134;134;66;3661
135;135;58;3208
136;136;54;2984
137;137;101;5626
138;138;130;7219
139;139;133;7364
140;140;138;7607
141;141;108;5993
142;142;78;4325
143;143;75;4164
144;144;40;2219
145;145;69;3852
146;146;96;5338
147;147;98;5426
148;148;98;5402
149;149;43;2368
150;150;10;550
151;151;23;1259
152;152;20;1103
153;153;65;3588
154;154;92;5079
155;155;99;5505
156;156;121;6730
157;157;81;4529
158;158;56;3119
159;159;55;3029
160;160;50;2761
161;161;111;6183
162;162;150;8270
163;163;148;8262
164;164;141;7860
165;165;96;5333
166;166;65;3597
167;167;60;3326
168;168;54;2994
169;169;96;5377
170;170;126;6991
171;171;145;8068
172;172;154;8551
173;173;112;6216
174;174;61;3400
175;175;44;2431
176;176;31;1727
177;177;68;3746
178;178;91;5024
179;179;85;4715
180;180;90;4992
181;181;60;3332
182;182;31;1727
183;183;25;1389
184;184;8;439
185;185;55;3071
186;186;95;5268
187;187;105;5810
188;188;120;6661
189;189;82;4579
190;190;57;3146
191;191;71;3965
192;192;71;3934
193;193;114;6296
194;194;137;7631
195;195;132;7321
196;196;143;7969
197;197;98;5428
198;198;63;3513
199;199;55;3035
200;200;50;2762
201;201;111;6198
202;202;147;8167
203;203;151;8417
204;204;143;7927
205;205;88;4863
206;206;56;3136
207;207;44;2435
208;208;24;1333
209;209;56;3118
210;210;82;4550
211;211;101;5594
212;212;108;6021
213;213;64;3566
214;214;18;988
215;215;6;341
216;216;14;765
217;217;66;3684
218;218;105;5820
219;219;112;6221
220;220;134;7420
221;221;109;6026
222;222;80;4470
223;223;77;4255
224;224;56;3087
225;225;97;5384
226;226;134;7400
227;227;137;7636
228;228;140;7762
229;229;93;5141
230;230;60;3328
231;231;72;4005
232;232;68;3776
233;233;115;6380
234;234;133;7408
235;235;134;7431
236;236;133;7407
237;237;85;4737
238;238;44;2441
239;239;27;1495
240;240;6;333
241;241;63;3526
242;242;102;5686
243;243;101;5620
244;244;93;5157
245;245;45;2505
246;246;14;780
247;247;15;847
248;248;14;778
249;249;66;3632
250;250;114;6328
251;251;142;7882
252;252;161;8964
253;253;115;6375
254;254;67;3681
255;255;56;3064
256;256;55;3072
257;257;101;5592
258;258;129;7179
259;259;135;7495
260;260;140;7770
261;261;107;5958
262;262;81;4508
263;263;74;4100
264;264;55;3088
265;265;98;5438
266;266;136;7557
267;267;136;7525
268;268;131;7278
269;269;75;4176
270;270;26;1445
271;271;23;1258
272;272;22;1238
273;273;68;3770
274;274;86;4761
275;275;87;4813
276;276;93;5128
277;277;47;2610
278;278;24;1323
279;279;15;841
280;280;30;1672
281;281;102;5605
282;282;141;7833
283;283;152;8467
284;284;141;7803
285;285;97;5396
286;286;64;3564
287;287;60;3344
288;288;53;2955
289;289;95;5228
290;290;127;7078
291;291;142;7902
292;292;154;8507
293;293;113;6272
294;294;66;3676
295;295;57;3184
296;296;56;3106
297;297;102;5632
298;298;121;6768
299;299;118;6523
300;300;109;6007
301;301;67;3741
302;302;33;1834
303;303;26;1461
304;304;6;331
305;305;47;2599
306;306;84;4692
307;307;89;4943
308;308;92;5101
309;309;49;2720
310;310;20;1114
311;311;43;2386
312;312;57;3166
313;313;117;6494
314;314;136;7604
315;315;135;7429
316;316;145;8034
317;317;100;5536
318;318;65;3607
319;319;55;3095
320;320;49;2734
321;321;115;6382
322;322;149;8252
323;323;155;8580
324;324;147;8148
325;325;96;5330
326;326;63;3498
327;327;61;3430
328;328;52;2870
329;329;92;5114
330;330;120;6615
331;331;129;7153
332;332;121;6698
333;333;62;3435
334;334;16;891
335;335;7;387
336;336;6;324
337;337;54;3020
338;338;83;4628
339;339;85;4706
340;340;89;4919
341;341;70;3911
342;342;58;3240
343;343;63;3500
344;344;52;2864
345;345;98;5436
346;346;131;7272
347;347;138;7642
348;348;141;7830
349;349;94;5233
350;350;60;3328
351;351;71;3956
352;352;71;3964
353;353;114;6337
354;354;134;7392
355;355;135;7475
356;356;142;7880
357;357;98;5403
358;358;64;3556
359;359;55;3035
360;360;50;2782
361;361;101;5610
362;362;128;7057
363;363;118;6583
364;364;103;5735
365;365;44;2436
366;366;16;863
367;367;9;491
368;368;5;278
369;369;47;2628
370;370;80;4463
371;371;106;5857
372;372;122;6748
373;373;84;4693
374;374;43;2404
375;375;50;2789
376;376;54;2977
377;377;102;5655
378;378;134;7432
379;379;130;7206
380;380;134;7482
381;381;110;6026
382;382;81;4493
383;383;72;4003
384;384;56;3086
385;385;98;5411
386;386;134;7436
387;387;138;7649
388;388;143;7850
389;389;93;5164
390;390;60;3293
391;391;65;3613
392;392;54;2976
393;393;95;5246
394;394;111;6183
395;395;93;5132
396;396;93;5123
397;397;49;2709
398;398;14;775
399;399;5;281
400;400;0;0
401;401;67;3719
402;402;111;6135
403;403;114;6307
404;404;118;6537
405;405;78;4310
406;406;62;3439
407;407;60;3340
408;408;53;2963
409;409;97;5366
410;410;130;7219
411;411;149;8260
412;412;157;8694
413;413;114;6344
414;414;65;3594
415;415;56;3126
416;416;54;2997
417;417;104;5762
418;418;132;7335
419;419;136;7574
420;420;139;7747
421;421;104;5796
422;422;70;3865
423;423;62;3440
424;424;36;2001
425;425;65;3608
426;426;87;4801
