"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;41;2275
2;2;65;3604
3;3;75;4165
4;4;77;4277
5;5;59;3279
6;6;51;2850
7;7;46;2547
8;8;41;2261
9;9;56;3148
10;10;63;3492
11;11;70;3893
12;12;74;4087
13;13;59;3225
14;14;51;2849
15;15;46;2560
16;16;42;2332
17;17;60;3323
18;18;66;3651
19;19;70;3886
20;20;72;4013
21;21;39;2160
22;22;20;1105
23;23;14;786
24;24;13;721
25;25;32;1766
26;26;37;2061
27;27;44;2435
28;28;46;2512
29;29;24;1331
30;30;17;937
31;31;10;556
32;32;26;1437
33;33;57;3172
34;34;68;3796
35;35;75;4154
36;36;78;4348
37;37;58;3222
38;38;50;2780
39;39;40;2207
40;40;38;2112
41;41;56;3142
42;42;65;3628
43;43;75;4161
44;44;78;4371
45;45;60;3335
46;46;52;2857
47;47;44;2456
48;48;42;2346
49;49;56;3107
50;50;63;3495
51;51;70;3886
52;52;58;3240
53;53;33;1859
54;54;22;1208
55;55;18;987
56;56;13;725
57;57;31;1739
58;58;37;2056
59;59;40;2221
60;60;42;2338
61;61;24;1327
62;62;21;1169
63;63;37;2051
64;64;43;2425
65;65;61;3392
66;66;68;3771
67;67;75;4134
68;68;76;4233
69;69;55;3043
70;70;47;2615
71;71;40;2244
72;72;40;2232
73;73;60;3344
74;74;68;3816
75;75;75;4143
76;76;76;4213
77;77;61;3397
78;78;50;2774
79;79;40;2231
80;80;38;2112
81;81;55;3059
82;82;63;3493
83;83;54;2996
84;84;46;2548
85;85;30;1685
86;86;23;1291
87;87;15;839
88;88;11;617
89;89;26;1428
90;90;33;1827
91;91;40;2248
92;92;45;2520
93;93;42;2307
94;94;52;2886
95;95;44;2447
96;96;43;2438
97;97;61;3380
98;98;66;3668
99;99;70;3893
100;100;72;4019
101;101;54;3033
102;102;50;2784
103;103;45;2517
104;104;42;2310
105;105;61;3377
106;106;68;3761
107;107;75;4165
108;108;74;4131
109;109;55;3048
110;110;47;2612
111;111;40;2205
112;112;39;2148
113;113;51;2834
114;114;38;2143
115;115;45;2517
116;116;46;2570
117;117;28;1555
118;118;20;1104
119;119;10;561
120;120;8;449
121;121;26;1451
122;122;36;1973
123;123;52;2867
124;124;62;3430
125;125;52;2898
126;126;52;2889
127;127;45;2467
128;128;43;2375
129;129;56;3156
130;130;63;3488
131;131;70;3890
132;132;74;4092
133;133;60;3298
134;134;52;2857
135;135;46;2538
136;136;43;2399
137;137;61;3410
138;138;66;3703
139;139;70;3901
140;140;72;4008
141;141;54;3015
142;142;50;2807
143;143;37;2059
144;144;28;1573
145;145;40;2217
146;146;37;2054
147;147;45;2491
148;148;45;2496
149;149;24;1351
150;150;17;938
151;151;10;565
152;152;10;569
153;153;32;1798
154;154;37;2062
155;155;55;3040
156;156;64;3508
157;157;54;3005
158;158;51;2823
159;159;40;2220
160;160;38;2103
161;161;55;3054
162;162;65;3572
163;163;75;4173
164;164;77;4280
165;165;60;3309
166;166;52;2875
167;167;45;2498
168;168;42;2328
169;169;55;3063
170;170;63;3504
171;171;71;3911
172;172;74;4146
173;173;59;3304
174;174;52;2870
175;175;38;2125
176;176;25;1378
177;177;37;2049
178;178;36;2003
179;179;40;2208
180;180;42;2303
181;181;24;1326
182;182;19;1057
183;183;15;821
184;184;14;777
185;185;33;1820
186;186;53;2985
187;187;65;3635
188;188;75;4163
189;189;55;3060
190;190;47;2601
191;191;40;2238
192;192;40;2216
193;193;62;3419
194;194;66;3635
195;195;77;4284
196;196;76;4238
197;197;60;3305
198;198;50;2742
199;199;40;2208
200;200;38;2118
201;201;56;3101
202;202;65;3602
203;203;75;4151
204;204;76;4196
205;205;59;3249
206;206;36;1983
207;207;26;1445
208;208;10;545
209;209;26;1437
210;210;33;1847
211;211;40;2223
212;212;44;2447
213;213;29;1624
214;214;23;1280
215;215;16;891
216;216;18;999
217;217;45;2473
218;218;56;3116
219;219;68;3775
220;220;72;4013
221;221;54;3023
222;222;49;2735
223;223;44;2454
224;224;43;2372
225;225;62;3445
226;226;69;3826
227;227;74;4105
228;228;75;4169
229;229;53;2953
230;230;48;2672
231;231;40;2228
232;232;41;2261
233;233;60;3309
234;234;68;3779
235;235;75;4121
236;236;73;4072
237;237;44;2450
238;238;31;1716
239;239;12;669
240;240;8;451
241;241;26;1442
242;242;35;1933
243;243;45;2508
244;244;47;2600
245;245;30;1664
246;246;24;1345
247;247;25;1384
248;248;29;1613
