"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;48;2644
2;2;97;5387
3;3;131;7292
4;4;142;7831
5;5;90;4993
6;6;67;3705
7;7;48;2645
8;8;40;2213
9;9;75;4182
10;10;93;5138
11;11;113;6279
12;12;136;7608
13;13;105;5786
14;14;85;4700
15;15;54;2984
16;16;40;2224
17;17;75;4118
18;18;93;5172
19;19;112;6229
20;20;120;6664
21;21;74;4140
22;22;56;3082
23;23;31;1719
24;24;21;1159
25;25;39;2177
26;26;53;2930
27;27;72;3992
28;28;80;4452
29;29;45;2523
30;30;27;1492
31;31;9;504
32;32;16;891
33;33;75;4157
34;34;105;5822
35;35;116;6388
36;36;120;6627
37;37;85;4710
38;38;67;3735
39;39;48;2666
40;40;40;2203
41;41;76;4251
42;42;107;5951
43;43;133;7349
44;44;137;7610
45;45;92;5101
46;46;67;3751
47;47;48;2643
48;48;40;2206
49;49;75;4191
50;50;92;5107
51;51;113;6250
52;52;134;7473
53;53;87;4848
54;54;56;3108
55;55;15;842
56;56;0;0
57;57;35;1936
58;58;53;2952
59;59;72;3995
60;60;80;4454
61;61;46;2558
62;62;44;2435
63;63;29;1611
64;64;46;2544
65;65;76;4215
66;66;93;5145
67;67;112;6202
68;68;120;6623
69;69;85;4717
70;70;67;3715
71;71;49;2690
72;72;57;3157
73;73;96;5329
74;74;114;6354
75;75;116;6434
76;76;120;6700
77;77;85;4764
78;78;67;3714
79;79;48;2679
80;80;40;2214
81;81;76;4204
82;82;111;6156
83;83;128;7132
84;84;114;6325
85;85;55;3042
86;86;27;1514
87;87;8;432
88;88;0;0
89;89;35;1945
90;90;53;2928
91;91;73;4044
92;92;97;5376
93;93;65;3637
94;94;60;3334
95;95;37;2050
96;96;34;1891
97;97;75;4184
98;98;93;5187
99;99;112;6246
100;100;118;6578
101;101;87;4829
102;102;84;4624
103;103;69;3823
104;104;59;3245
105;105;80;4416
106;106;93;5182
107;107;112;6182
108;108;120;6664
109;109;85;4690
110;110;67;3742
111;111;49;2711
112;112;58;3223
113;113;93;5160
114;114;96;5320
115;115;91;5019
116;116;86;4735
117;117;45;2520
118;118;27;1505
119;119;8;458
120;120;0;0
121;121;36;2002
122;122;70;3877
123;123;91;5049
124;124;100;5546
125;125;62;3456
126;126;50;2774
127;127;44;2426
128;128;40;2221
129;129;75;4153
130;130;93;5134
131;131;113;6288
132;132;135;7485
133;133;104;5807
134;134;90;4985
135;135;53;2959
136;136;40;2242
137;137;75;4164
138;138;93;5192
139;139;111;6140
140;140;120;6685
141;141;86;4797
142;142;84;4636
143;143;66;3635
144;144;59;3248
145;145;67;3751
146;146;70;3919
147;147;76;4212
148;148;80;4417
149;149;45;2500
150;150;27;1500
151;151;9;497
152;152;19;1057
153;153;53;2929
154;154;74;4105
155;155;75;4171
156;156;88;4884
157;157;75;4152
158;158;57;3160
159;159;46;2552
160;160;40;2228
161;161;76;4211
162;162;109;6085
163;163;131;7300
164;164;138;7655
165;165;90;5013
166;166;67;3675
167;167;48;2664
168;168;40;2204
169;169;75;4173
170;170;93;5139
171;171;113;6275
172;172;135;7512
173;173;107;5952
174;174;87;4799
175;175;54;2993
176;176;32;1774
177;177;45;2513
178;178;63;3489
179;179;74;4106
180;180;80;4457
181;181;46;2583
182;182;43;2391
183;183;28;1579
184;184;19;1051
185;185;41;2284
186;186;53;2908
187;187;90;5025
188;188;107;5948
189;189;76;4236
190;190;67;3702
191;191;49;2708
192;192;58;3240
193;193;96;5297
194;194;113;6262
195;195;117;6531
196;196;120;6659
197;197;85;4703
198;198;67;3720
199;199;48;2673
200;200;40;2220
201;201;76;4251
202;202;109;6063
203;203;129;7108
204;204;135;7496
205;205;92;5113
206;206;67;3693
207;207;30;1683
208;208;13;724
209;209;44;2448
210;210;53;2952
211;211;73;4073
212;212;96;5325
213;213;64;3537
214;214;44;2412
215;215;12;662
216;216;0;0
217;217;36;1990
218;218;73;4044
219;219;92;5115
220;220;110;6109
221;221;77;4246
222;222;85;4717
223;223;66;3647
224;224;57;3178
225;225;81;4475
226;226;93;5177
227;227;112;6209
228;228;120;6709
229;229;85;4736
230;230;67;3678
231;231;49;2711
232;232;58;3209
233;233;92;5088
234;234;111;6137
235;235;118;6603
236;236;120;6635
237;237;84;4702
238;238;47;2588
239;239;28;1564
240;240;10;538
241;241;45;2485
242;242;68;3766
243;243;93;5155
244;244;99;5464
245;245;50;2797
246;246;27;1498
247;247;8;435
248;248;0;0
249;249;48;2632
250;250;79;4347
251;251;104;5742
252;252;136;7541
253;253;104;5774
254;254;88;4893
255;255;52;2878
256;256;40;2232
257;257;75;4180
258;258;93;5145
259;259;112;6196
260;260;120;6599
261;261;86;4770
262;262;83;4576
263;263;67;3720
264;264;57;3157
265;265;81;4503
266;266;93;5204
267;267;112;6209
268;268;120;6646
269;269;72;4011
270;270;41;2259
271;271;18;992
272;272;15;843
273;273;56;3069
274;274;74;4126
275;275;77;4265
276;276;80;4425
277;277;45;2516
278;278;27;1510
279;279;8;452
280;280;5;267
281;281;55;3044
282;282;97;5337
283;283;127;7024
284;284;138;7637
285;285;90;4962
286;286;67;3728
287;287;48;2657
288;288;39;2157
289;289;74;4115
290;290;93;5184
291;291;111;6162
292;292;138;7629
293;293;107;5944
294;294;85;4743
295;295;53;2966
296;296;40;2231
297;297;75;4142
298;298;92;5133
299;299;110;6129
