"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;95;2197
2;2;214;5200
3;3;255;6203
4;4;259;6335
5;5;265;6205
6;6;249;5333
7;7;240;4767
8;8;236;4653
9;9;237;4644
10;10;236;4633
11;11;237;4655
12;12;178;3303
13;13;160;2878
14;14;160;2874
15;15;160;2856
16;16;159;2861
17;17;160;2866
18;18;159;2874
19;19;160;2900
20;20;184;3762
21;21;213;4920
22;22;233;5719
23;23;233;5781
24;24;213;4931
25;25;184;3804
26;26;164;3030
27;27;160;2841
28;28;160;2879
29;29;160;2905
30;30;160;2843
31;31;160;2889
32;32;160;2867
33;33;160;2891
34;34;160;2875
35;35;160;2875
36;36;160;2927
37;37;160;2876
38;38;159;2888
39;39;184;3802
40;40;214;4944
41;41;233;5670
42;42;258;6346
43;43;265;6177
44;44;252;5363
45;45;239;4746
46;46;237;4656
47;47;236;4644
48;48;238;4665
49;49;235;4649
50;50;242;4769
51;51;230;4520
52;52;175;3218
53;53;160;2880
54;54;159;2847
55;55;160;2886
56;56;160;2904
57;57;160;2894
58;58;182;3772
59;59;211;4853
60;60;231;5613
61;61;231;5685
62;62;211;4909
63;63;185;3815
64;64;164;3074
65;65;160;2890
66;66;160;2853
67;67;160;2857
68;68;160;2862
69;69;159;2869
70;70;160;2885
71;71;160;2858
72;72;159;2874
73;73;160;2883
74;74;160;2859
75;75;160;2885
76;76;159;2877
77;77;184;3793
78;78;211;4900
79;79;230;5599
80;80;233;5698
81;81;213;4984
82;82;238;5089
83;83;240;4732
84;84;237;4678
85;85;238;4688
86;86;238;4709
87;87;237;4682
88;88;233;4584
89;89;237;4653
90;90;231;4575
91;91;233;4563
92;92;179;3344
93;93;160;2899
94;94;159;2846
95;95;160;2888
96;96;184;3807
97;97;213;4957
98;98;228;5536
99;99;234;5761
100;100;214;4961
101;101;184;3857
102;102;163;3022
103;103;160;2906
104;104;159;2866
105;105;159;2851
106;106;160;2892
107;107;160;2886
108;108;160;2843
109;109;160;2908
110;110;159;2867
111;111;160;2879
112;112;158;2838
113;113;160;2867
114;114;160;2878
115;115;184;3775
116;116;213;4941
117;117;233;5648
118;118;229;5643
119;119;215;4957
120;120;184;3790
121;121;166;3082
122;122;220;4282
123;123;239;4719
124;124;239;4726
125;125;233;4576
126;126;236;4628
127;127;235;4652
128;128;237;4618
129;129;236;4673
130;130;234;4613
131;131;235;4633
132;132;178;3274
133;133;160;2857
134;134;184;3787
135;135;213;4973
136;136;230;5661
137;137;233;5773
138;138;215;5037
139;139;185;3817
140;140;164;2990
141;141;160;2902
142;142;160;2866
143;143;160;2880
144;144;159;2879
145;145;159;2831
146;146;160;2901
147;147;160;2856
148;148;160;2864
149;149;160;2863
150;150;160;2894
151;151;160;2879
152;152;158;2825
153;153;184;3818
154;154;214;4982
155;155;229;5588
156;156;233;5763
157;157;214;4909
158;158;184;3805
159;159;164;3033
160;160;159;2864
161;161;163;2958
162;162;218;4264
163;163;239;4685
164;164;234;4570
165;165;237;4652
166;166;232;4588
167;167;236;4644
168;168;233;4549
169;169;236;4678
170;170;239;4731
171;171;234;4563
172;172;201;4184
173;173;214;4960
174;174;228;5589
175;175;239;5875
176;176;213;4901
177;177;185;3845
178;178;163;3012
179;179;160;2872
180;180;160;2874
181;181;160;2849
182;182;159;2869
183;183;160;2905
184;184;160;2892
185;185;159;2852
186;186;160;2871
187;187;160;2919
188;188;160;2851
189;189;160;2880
190;190;160;2877
191;191;184;3798
192;192;212;4893
193;193;232;5676
194;194;234;5797
195;195;214;4996
196;196;183;3764
197;197;164;3027
198;198;159;2841
199;199;160;2906
200;200;160;2875
201;201;163;2948
202;202;219;4241
203;203;236;4640
204;204;233;4606
205;205;239;4693
206;206;235;4605
207;207;240;4752
208;208;230;4519
209;209;235;4628
210;210;250;5337
211;211;269;6196
212;212;230;5674
213;213;232;5722
214;214;213;4956
215;215;185;3838
216;216;163;2981
217;217;160;2874
218;218;160;2888
219;219;160;2921
220;220;160;2869
221;221;160;2837
222;222;160;2874
223;223;160;2870
224;224;160;2872
225;225;160;2865
226;226;160;2892
227;227;160;2886
228;228;160;2890
229;229;183;3782
230;230;213;4944
231;231;230;5656
232;232;233;5734
233;233;214;4925
234;234;184;3758
235;235;164;3008
236;236;160;2894
237;237;160;2881
238;238;160;2898
239;239;160;2906
240;240;159;2880
241;241;163;2943
242;242;221;4311
243;243;238;4704
244;244;240;4682
245;245;236;4632
246;246;236;4647
247;247;240;4731
248;248;255;5445
249;249;263;6090
250;250;268;6491
251;251;273;6487
252;252;226;5216
253;253;184;3797
254;254;163;3037
255;255;160;2892
256;256;160;2862
257;257;159;2867
258;258;160;2868
259;259;160;2891
260;260;160;2865
261;261;160;2846
262;262;160;2877
263;263;160;2892
264;264;160;2886
265;265;160;2879
266;266;160;2889
267;267;183;3763
268;268;212;4896
269;269;235;5702
270;270;235;5761
271;271;215;4956
272;272;185;3769
273;273;163;2985
274;274;160;2870
275;275;160;2846
276;276;160;2873
277;277;160;2891
278;278;160;2880
279;279;160;2894
280;280;159;2859
281;281;163;2966
282;282;220;4265
283;283;236;4655
284;284;238;4696
285;285;231;4586
286;286;251;5368
287;287;259;6049
288;288;270;6553
289;289;260;6299
290;290;257;5961
291;291;251;5380
292;292;181;3477
293;293;160;2859
294;294;160;2884
295;295;159;2837
296;296;159;2878
297;297;160;2856
298;298;160;2867
299;299;160;2879
300;300;159;2839
301;301;160;2865
302;302;160;2891
303;303;160;2897
304;304;160;2873
305;305;184;3808
306;306;213;4906
307;307;229;5582
308;308;235;5800
309;309;214;4998
310;310;184;3780
311;311;163;2999
312;312;160;2901
313;313;160;2849
314;314;160;2883
315;315;160;2855
316;316;160;2883
317;317;160;2891
318;318;160;2924
319;319;160;2894
320;320;160;2869
321;321;162;2903
322;322;218;4254
323;323;234;4574
324;324;250;5313
325;325;261;6079
326;326;268;6506
327;327;255;6105
328;328;267;6272
329;329;251;5337
330;330;244;4857
331;331;235;4624
332;332;178;3304
333;333;160;2888
334;334;160;2875
335;335;160;2896
336;336;160;2863
337;337;160;2853
338;338;160;2876
339;339;160;2880
340;340;160;2857
341;341;160;2879
342;342;159;2850
343;343;183;3750
344;344;212;4918
345;345;230;5643
346;346;233;5773
347;347;212;4917
348;348;183;3811
349;349;163;3002
350;350;160;2888
351;351;160;2860
352;352;160;2902
353;353;160;2871
354;354;160;2850
355;355;160;2871
356;356;159;2832
357;357;159;2902
358;358;160;2875
359;359;160;2875
360;360;160;2884
361;361;163;2952
362;362;235;4940
363;363;250;5788
364;364;256;6045
365;365;257;6181
366;366;251;5849
367;367;254;5444
