"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;93;2026
2;2;191;4309
3;3;237;5722
4;4;248;5941
5;5;238;5584
6;6;217;4851
7;7;201;4039
8;8;199;3959
9;9;198;3968
10;10;199;3961
11;11;173;3364
12;12;145;2732
13;13;130;2373
14;14;120;2158
15;15;120;2173
16;16;120;2144
17;17;120;2144
18;18;120;2160
19;19;120;2153
20;20;130;2507
21;21;151;3333
22;22;178;4378
23;23;177;4338
24;24;170;4010
25;25;149;3250
26;26;121;2165
27;27;120;2151
28;28;120;2173
29;29;120;2176
30;30;119;2138
31;31;121;2149
32;32;120;2167
33;33;120;2174
34;34;120;2155
35;35;120;2159
36;36;120;2176
37;37;120;2152
38;38;120;2133
39;39;130;2542
40;40;151;3329
41;41;205;5022
42;42;231;5577
43;43;234;5565
44;44;224;4974
45;45;201;4030
46;46;199;3991
47;47;195;3906
48;48;198;3973
49;49;198;3962
50;50;198;3959
51;51;173;3383
52;52;144;2704
53;53;132;2443
54;54;120;2150
55;55;120;2160
56;56;120;2134
57;57;120;2179
58;58;129;2509
59;59;151;3310
60;60;179;4396
61;61;180;4434
62;62;169;4001
63;63;149;3263
64;64;121;2186
65;65;120;2164
66;66;120;2160
67;67;120;2159
68;68;120;2164
69;69;120;2158
70;70;120;2172
71;71;120;2161
72;72;120;2190
73;73;120;2147
74;74;120;2162
75;75;120;2152
76;76;120;2188
77;77;130;2535
78;78;151;3307
79;79;177;4370
80;80;179;4447
81;81;196;4701
82;82;200;4446
83;83;189;3764
84;84;199;3950
85;85;200;4003
86;86;200;3984
87;87;197;3941
88;88;198;3968
89;89;198;3970
90;90;197;3935
91;91;173;3376
92;92;144;2695
93;93;133;2460
94;94;119;2132
95;95;120;2165
96;96;130;2544
97;97;151;3359
98;98;178;4403
99;99;179;4425
100;100;169;4056
101;101;148;3275
102;102;121;2194
103;103;120;2168
104;104;120;2175
105;105;120;2179
106;106;120;2178
107;107;120;2150
108;108;120;2178
109;109;120;2141
110;110;120;2137
111;111;120;2167
112;112;120;2170
113;113;120;2157
114;114;120;2163
115;115;130;2517
116;116;151;3331
117;117;178;4381
118;118;180;4424
119;119;169;4035
120;120;149;3283
121;121;148;2862
122;122;176;3453
123;123;187;3731
124;124;199;3975
125;125;199;3995
126;126;197;3951
127;127;197;3941
128;128;200;3979
129;129;198;3971
130;130;199;3986
131;131;173;3371
132;132;144;2701
133;133;132;2413
134;134;130;2535
135;135;151;3329
136;136;178;4364
137;137;179;4405
138;138;169;4015
139;139;149;3274
140;140;121;2190
141;141;120;2190
142;142;120;2170
143;143;120;2153
144;144;120;2158
145;145;120;2180
146;146;120;2174
147;147;120;2166
148;148;120;2159
149;149;120;2176
150;150;120;2140
151;151;120;2162
152;152;120;2145
153;153;130;2541
154;154;151;3327
155;155;177;4353
156;156;180;4432
157;157;169;4011
