"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;78;1941
2;2;158;4229
3;3;181;4757
4;4;198;5054
5;5;191;4427
6;6;161;3185
7;7;159;3167
8;8;161;3192
9;9;159;3146
10;10;161;3202
11;11;152;2983
12;12;123;2323
13;13;99;1779
14;14;100;1808
15;15;101;1815
16;16;99;1775
17;17;101;1818
18;18;100;1813
19;19;99;1769
20;20;125;2759
21;21;160;4062
22;22;161;4117
23;23;158;4019
24;24;137;3209
25;25;100;1803
26;26;100;1794
27;27;100;1790
28;28;100;1793
29;29;100;1776
30;30;99;1810
31;31;101;1817
32;32;100;1767
33;33;100;1792
34;34;100;1791
35;35;99;1792
36;36;101;1820
37;37;100;1789
38;38;100;1834
39;39;124;2725
40;40;161;4098
41;41;166;4228
42;42;197;4914
43;43;195;4484
44;44;160;3169
45;45;160;3180
46;46;160;3188
47;47;160;3202
48;48;159;3157
49;49;161;3167
50;50;160;3209
51;51;152;3005
52;52;122;2316
53;53;100;1789
54;54;100;1777
55;55;100;1813
56;56;101;1803
57;57;99;1791
58;58;126;2757
59;59;160;4099
60;60;160;4103
61;61;159;4061
62;62;136;3124
63;63;100;1810
64;64;99;1788
65;65;100;1804
66;66;101;1794
67;67;100;1810
68;68;99;1764
69;69;100;1788
70;70;101;1836
71;71;100;1803
72;72;99;1796
73;73;100;1810
74;74;101;1812
75;75;99;1772
76;76;100;1815
77;77;126;2755
78;78;160;4097
79;79;159;4055
80;80;161;4104
81;81;141;3274
82;82;139;2707
83;83;159;3179
84;84;160;3199
85;85;161;3189
86;86;159;3174
87;87;160;3186
88;88;161;3195
89;89;159;3144
90;90;160;3168
91;91;153;3027
92;92;122;2315
93;93;101;1811
94;94;100;1830
95;95;99;1788
96;96;126;2758
97;97;159;4072
98;98;160;4089
99;99;161;4102
100;100;134;3101
101;101;101;1787
102;102;100;1810
103;103;100;1812
104;104;100;1800
105;105;99;1796
106;106;101;1800
107;107;100;1804
108;108;100;1809
109;109;99;1772
110;110;100;1776
111;111;100;1798
112;112;101;1817
113;113;100;1787
114;114;100;1795
115;115;125;2752
116;116;160;4086
117;117;159;4064
118;118;161;4077
119;119;135;3126
120;120;100;1814
121;121;107;1963
122;122;137;2643
123;123;160;3178
124;124;161;3195
125;125;159;3146
126;126;160;3191
127;127;160;3176
128;128;159;3167
129;129;161;3218
130;130;159;3171
131;131;153;3028
132;132;122;2296
133;133;100;1771
134;134;125;2750
135;135;161;4072
136;136;160;4074
137;137;160;4058
138;138;135;3125
139;139;100;1807
140;140;100;1780
141;141;99;1770
142;142;101;1830
143;143;100;1799
144;144;100;1783
145;145;100;1786
146;146;99;1806
147;147;101;1824
148;148;99;1774
149;149;101;1829
150;150;100;1783
151;151;100;1799
152;152;99;1770
153;153;125;2758
154;154;160;4070
155;155;161;4079
156;156;159;4059
157;157;136;3170
158;158;99;1802
159;159;101;1812
160;160;99;1799
161;161;108;1956
162;162;137;2651
163;163;160;3160
164;164;160;3179
165;165;160;3189
166;166;161;3186
167;167;159;3171
168;168;160;3189
169;169;160;3151
170;170;161;3202
171;171;152;3007
172;172;147;3259
173;173;161;4128
174;174;160;4107
175;175;160;4065
176;176;134;3088
177;177;101;1839
178;178;99;1770
179;179;101;1818
180;180;100;1771
181;181;99;1787
182;182;101;1830
183;183;99;1779
184;184;101;1819
185;185;100;1786
186;186;99;1789
187;187;101;1839
188;188;100;1810
189;189;100;1818
190;190;100;1787
191;191;125;2742
192;192;159;4048
193;193;161;4126
194;194;159;4045
195;195;136;3130
196;196;99;1791
197;197;101;1828
198;198;100;1790
199;199;100;1803
200;200;99;1784
201;201;107;1965
202;202;138;2682
203;203;160;3192
204;204;159;3171
205;205;160;3143
206;206;161;3205
207;207;159;3146
208;208;160;3160
209;209;160;3195
210;210;181;4016
211;211;210;5195
212;212;183;4610
213;213;160;4097
214;214;134;3101
215;215;101;1810
216;216;100;1819
217;217;100;1787
218;218;99;1783
219;219;101;1838
220;220;100;1796
221;221;99;1778
222;222;100;1806
223;223;101;1796
224;224;100;1782
225;225;100;1816
226;226;99;1794
227;227;100;1806
228;228;100;1804
229;229;125;2760
230;230;160;4057
231;231;160;4055
232;232;160;4074
233;233;134;3109
234;234;100;1819
235;235;100;1799
236;236;101;1796
237;237;99;1784
238;238;101;1807
239;239;100;1791
240;240;99;1771
241;241;107;1948
242;242;138;2673
243;243;160;3189
244;244;160;3192
245;245;160;3195
246;246;160;3204
247;247;160;3159
248;248;185;4119
249;249;219;5448
250;250;218;5399
251;251;212;5261
252;252;157;3637
253;253;99;1790
254;254;101;1786
255;255;100;1796
256;256;99;1797
257;257;101;1830
258;258;100;1799
259;259;100;1772
260;260;100;1806
261;261;100;1781
262;262;99;1781
263;263;101;1807
264;264;99;1781
265;265;100;1782
266;266;101;1828
267;267;125;2755
268;268;160;4111
269;269;159;4102
270;270;161;4138
271;271;135;3127
272;272;99;1769
273;273;100;1819
274;274;100;1788
275;275;100;1788
276;276;100;1804
277;277;101;1811
278;278;100;1819
279;279;100;1815
280;280;100;1799
281;281;107;1948
282;282;137;2649
283;283;161;3184
284;284;159;3171
285;285;160;3206
286;286;185;4128
287;287;220;5486
288;288;215;5323
289;289;218;5344
290;290;194;4485
291;291;153;3006
292;292;123;2310
293;293;99;1778
294;294;100;1800
295;295;101;1835
296;296;99;1784
297;297;101;1822
298;298;99;1783
299;299;100;1812
300;300;100;1805
301;301;101;1825
302;302;100;1807
303;303;100;1798
304;304;99;1765
305;305;125;2745
306;306;161;4071
307;307;159;4065
308;308;160;4062
309;309;135;3125
310;310;101;1845
311;311;100;1800
312;312;99;1797
313;313;100;1761
314;314;101;1829
315;315;100;1810
316;316;100;1781
317;317;100;1792
318;318;100;1806
319;319;100;1824
320;320;100;1782
321;321;107;1957
322;322;137;2635
323;323;160;3186
324;324;183;4078
325;325;219;5438
326;326;219;5460
327;327;220;5463
328;328;196;4542
329;329;159;3156
330;330;160;3171
331;331;153;3028
332;332;123;2319
333;333;99;1774
334;334;101;1808
335;335;99;1756
336;336;100;1808
337;337;101;1833
338;338;100;1798
339;339;100;1789
340;340;100;1780
341;341;100;1800
342;342;100;1800
343;343;124;2729
344;344;161;4101
345;345;160;4081
346;346;160;4075
347;347;135;3137
348;348;99;1773
349;349;101;1817
350;350;99;1744
351;351;100;1820
352;352;100;1801
353;353;100;1809
354;354;101;1822
355;355;100;1808
356;356;99;1772
357;357;100;1805
358;358;101;1823
359;359;100;1800
360;360;100;1798
361;361;107;1953
362;362;160;3575
363;363;215;5318
364;364;218;5400
365;365;219;5420
366;366;194;4485
367;367;161;3196
368;368;159;3170
369;369;160;3166
370;370;160;3187
371;371;154;3028
372;372;121;2261
