"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;125;3256
2;2;236;5999
3;3;256;6282
4;4;256;6442
5;5;237;5313
6;6;223;4468
7;7;217;4302
8;8;217;4318
9;9;220;4374
10;10;220;4356
11;11;191;3698
12;12;174;3270
13;13;144;2648
14;14;140;2522
15;15;140;2549
16;16;141;2534
17;17;139;2526
18;18;141;2555
19;19;140;2511
20;20;182;4162
21;21;216;5447
22;22;220;5534
23;23;217;5523
24;24;174;3843
25;25;143;2641
26;26;140;2525
27;27;140;2547
28;28;140;2497
29;29;140;2510
30;30;138;2503
31;31;139;2493
32;32;139;2494
33;33;140;2520
34;34;140;2516
35;35;141;2536
36;36;139;2505
37;37;139;2500
38;38;141;2568
39;39;184;4181
40;40;211;5280
41;41;242;6057
42;42;245;6052
43;43;249;5557
44;44;223;4494
45;45;220;4355
46;46;219;4350
47;47;215;4281
48;48;220;4373
49;49;219;4338
50;50;217;4325
51;51;190;3697
52;52;174;3281
53;53;144;2612
54;54;139;2507
55;55;139;2505
56;56;139;2521
57;57;140;2515
58;58;185;4260
59;59;214;5417
60;60;214;5445
61;61;217;5483
62;62;175;3826
63;63;143;2657
64;64;140;2527
65;65;139;2504
66;66;138;2494
67;67;140;2543
68;68;140;2504
69;69;138;2459
70;70;141;2555
71;71;139;2496
72;72;140;2522
73;73;141;2519
74;74;139;2543
75;75;138;2489
76;76;141;2523
77;77;182;4154
78;78;217;5419
79;79;217;5496
80;80;219;5559
81;81;203;4486
82;82;188;3669
83;83;216;4276
84;84;220;4346
85;85;216;4269
86;86;220;4345
87;87;219;4355
88;88;218;4323
89;89;220;4379
90;90;220;4368
91;91;191;3743
92;92;173;3309
93;93;144;2632
94;94;139;2494
95;95;140;2530
96;96;185;4239
97;97;216;5411
98;98;218;5526
99;99;217;5491
100;100;175;3831
101;101;143;2666
102;102;139;2535
103;103;141;2519
104;104;139;2501
105;105;140;2538
106;106;140;2519
107;107;141;2535
108;108;140;2500
109;109;139;2520
110;110;140;2532
111;111;139;2492
112;112;140;2512
113;113;140;2528
114;114;139;2502
115;115;186;4271
116;116;213;5365
117;117;213;5411
118;118;218;5500
119;119;174;3838
120;120;143;2650
121;121;167;3119
122;122;186;3575
123;123;212;4189
124;124;220;4361
125;125;217;4337
126;126;220;4356
127;127;220;4365
128;128;217;4313
129;129;220;4404
130;130;218;4326
131;131;192;3726
132;132;171;3215
133;133;143;2564
134;134;185;4213
135;135;215;5384
136;136;219;5506
137;137;221;5568
138;138;174;3853
139;139;144;2651
140;140;139;2509
141;141;139;2510
142;142;141;2550
143;143;140;2540
144;144;140;2513
145;145;139;2485
146;146;140;2511
147;147;138;2495
148;148;140;2512
149;149;138;2475
150;150;140;2527
151;151;140;2504
152;152;140;2543
153;153;185;4232
154;154;214;5361
155;155;216;5414
156;156;216;5479
157;157;173;3780
158;158;143;2607
159;159;140;2491
160;160;139;2508
161;161;168;3115
162;162;186;3580
163;163;215;4246
164;164;220;4348
165;165;220;4361
166;166;219;4377
167;167;219;4336
168;168;214;4275
169;169;219;4382
170;170;218;4300
171;171;193;3741
172;172;217;4992
173;173;220;5466
174;174;219;5547
175;175;219;5537
176;176;174;3853
177;177;141;2600
178;178;139;2498
179;179;140;2564
180;180;141;2557
181;181;140;2517
182;182;139;2486
183;183;140;2492
184;184;140;2519
185;185;140;2522
186;186;139;2521
187;187;141;2532
188;188;138;2457
189;189;140;2523
190;190;140;2525
191;191;184;4216
192;192;214;5345
193;193;217;5501
194;194;220;5529
195;195;174;3832
196;196;143;2648
197;197;139;2470
198;198;141;2542
199;199;140;2529
200;200;139;2478
201;201;169;3132
202;202;186;3565
203;203;215;4244
204;204;218;4328
205;205;221;4389
206;206;220;4399
207;207;216;4320
208;208;217;4287
209;209;220;4369
210;210;253;5785
211;211;255;6250
212;212;242;6017
213;213;221;5602
214;214;174;3815
215;215;141;2570
216;216;139;2483
217;217;140;2516
218;218;141;2544
219;219;140;2505
220;220;139;2505
221;221;139;2514
222;222;141;2528
223;223;141;2551
224;224;139;2495
225;225;141;2517
226;226;140;2515
227;227;140;2493
228;228;139;2488
229;229;185;4227
230;230;215;5418
231;231;216;5463
232;232;220;5575
233;233;175;3839
234;234;143;2642
235;235;140;2543
236;236;139;2534
237;237;139;2525
238;238;141;2540
239;239;139;2490
240;240;141;2556
241;241;168;3155
242;242;185;3529
243;243;214;4211
244;244;218;4346
245;245;222;4396
246;246;216;4275
247;247;218;4323
248;248;248;5651
249;249;263;6337
250;250;262;6413
251;251;249;6134
252;252;208;4626
253;253;145;2653
254;254;140;2544
255;255;138;2493
256;256;140;2508
257;257;140;2488
258;258;140;2518
259;259;141;2554
260;260;138;2476
261;261;141;2549
262;262;140;2516
263;263;139;2513
264;264;141;2540
265;265;137;2446
266;266;142;2554
267;267;185;4235
268;268;216;5426
269;269;220;5569
270;270;217;5525
271;271;174;3797
272;272;140;2551
273;273;141;2534
274;274;140;2478
275;275;139;2491
276;276;140;2511
277;277;139;2479
278;278;140;2524
279;279;140;2548
280;280;140;2537
281;281;169;3195
282;282;182;3480
283;283;215;4263
284;284;216;4260
285;285;221;4360
286;286;246;5547
287;287;264;6539
288;288;257;6310
289;289;258;6428
290;290;246;5401
291;291;195;3830
292;292;174;3288
293;293;144;2621
294;294;139;2490
295;295;139;2489
296;296;138;2482
297;297;141;2542
298;298;139;2536
299;299;140;2501
300;300;141;2520
301;301;140;2484
302;302;138;2488
303;303;140;2550
304;304;141;2528
305;305;182;4162
306;306;216;5446
307;307;218;5492
308;308;217;5493
309;309;174;3839
310;310;142;2588
311;311;140;2493
312;312;139;2476
313;313;141;2529
314;314;139;2517
315;315;140;2543
316;316;141;2541
317;317;140;2528
318;318;140;2528
319;319;140;2511
320;320;139;2513
321;321;167;3121
322;322;184;3546
323;323;216;4249
324;324;249;5679
325;325;268;6562
326;326;257;6325
327;327;259;6305
328;328;243;5397
329;329;221;4451
330;330;220;4314
331;331;193;3765
332;332;173;3309
333;333;144;2613
334;334;139;2494
335;335;141;2551
336;336;139;2512
337;337;140;2525
338;338;141;2522
339;339;140;2514
340;340;139;2511
341;341;140;2527
342;342;140;2534
343;343;185;4248
344;344;215;5395
345;345;220;5546
346;346;217;5513
347;347;170;3692
348;348;144;2683
349;349;139;2513
350;350;140;2503
351;351;139;2511
352;352;140;2539
353;353;137;2454
354;354;141;2555
355;355;139;2505
356;356;141;2529
357;357;140;2502
358;358;140;2538
359;359;139;2470
360;360;141;2550
361;361;167;3172
362;362;227;5260
363;363;250;6144
364;364;256;6241
365;365;260;6295
366;366;243;5361
367;367;218;4395
368;368;216;4250
369;369;221;4391
370;370;221;4380
371;371;190;3679
372;372;174;3314
373;373;141;2567
374;374;140;2528
375;375;141;2531
376;376;139;2509
377;377;141;2538
378;378;139;2498
379;379;139;2509
380;380;140;2531
381;381;186;4212
382;382;215;5392
383;383;217;5470
384;384;217;5503
385;385;175;3821
386;386;143;2633
387;387;141;2511
388;388;140;2529
389;389;140;2518
390;390;139;2481
391;391;140;2519
392;392;140;2534
393;393;139;2497
394;394;139;2475
395;395;140;2517
396;396;138;2499
397;397;141;2516
398;398;140;2524
399;399;137;2471
400;400;186;4256
401;401;241;5994
402;402;254;6299
403;403;262;6415
404;404;246;5449
405;405;221;4449
406;406;219;4309
407;407;220;4351
408;408;218;4322
409;409;218;4301
410;410;218;4333
411;411;191;3713
412;412;174;3320
413;413;143;2572
414;414;141;2550
415;415;140;2540
416;416;139;2489
417;417;141;2505
418;418;140;2516
419;419;184;4233
420;420;217;5455
421;421;216;5480
422;422;218;5550
423;423;174;3818
424;424;143;2642
425;425;141;2554
426;426;140;2524
427;427;140;2531
428;428;139;2486
429;429;141;2550
430;430;140;2536
431;431;140;2513
432;432;139;2486
433;433;139;2501
434;434;140;2515
435;435;140;2515
436;436;141;2549
437;437;138;2462
438;438;185;4195
439;439;216;5460
440;440;217;5461
441;441;241;5946
442;442;219;4861
443;443;219;4370
444;444;219;4327
445;445;220;4374
446;446;217;4324
447;447;218;4327
448;448;219;4312
449;449;221;4341
450;450;218;4323
451;451;190;3667
452;452;173;3309
453;453;145;2648
454;454;139;2510
455;455;140;2498
456;456;140;2528
457;457;185;4227
458;458;215;5398
459;459;217;5432
460;460;219;5522
461;461;176;3870
462;462;142;2627
463;463;139;2501
464;464;140;2536
465;465;141;2535
466;466;139;2486
467;467;137;2447
468;468;142;2556
469;469;140;2502
470;470;141;2550
471;471;140;2513
472;472;139;2488
473;473;141;2541
474;474;136;2459
475;475;142;2544
476;476;184;4216
477;477;216;5415
478;478;219;5538
479;479;220;5535
480;480;174;3839
481;481;171;3277
482;482;186;3583
483;483;216;4285
484;484;217;4305
485;485;220;4358
486;486;221;4397
487;487;217;4307
488;488;220;4353
489;489;217;4326
490;490;219;4351
491;491;191;3713
492;492;174;3318
493;493;143;2609
494;494;140;2522
495;495;186;4273
496;496;216;5386
497;497;215;5478
498;498;218;5501
499;499;176;3809
500;500;142;2613
501;501;140;2516
502;502;140;2533
503;503;139;2520
504;504;140;2535
505;505;140;2502
506;506;141;2547
507;507;139;2519
508;508;140;2507
509;509;140;2507
510;510;140;2556
511;511;140;2541
512;512;139;2516
513;513;140;2521
514;514;185;4219
515;515;215;5372
516;516;217;5523
517;517;219;5542
518;518;174;3831
519;519;143;2618
520;520;140;2513
521;521;167;3177
522;522;186;3577
523;523;217;4317
524;524;219;4329
525;525;220;4369
526;526;217;4272
527;527;220;4378
528;528;221;4375
529;529;216;4240
530;530;221;4342
531;531;192;3715
532;532;173;3311
533;533;190;4314
534;534;213;5337
535;535;220;5565
536;536;217;5439
537;537;175;3845
538;538;143;2671
539;539;140;2539
540;540;140;2519
541;541;138;2480
542;542;140;2506
543;543;140;2532
544;544;140;2514
545;545;140;2519
546;546;139;2512
547;547;141;2532
548;548;140;2504
549;549;139;2482
550;550;138;2443
551;551;140;2506
552;552;184;4214
553;553;214;5386
554;554;216;5439
555;555;215;5455
556;556;177;3893
557;557;143;2612
558;558;140;2521
559;559;140;2505
560;560;139;2470
561;561;169;3156
562;562;186;3566
563;563;216;4282
564;564;218;4317
565;565;219;4318
566;566;218;4316
567;567;219;4322
568;568;218;4330
569;569;217;4328
570;570;221;4379
571;571;232;5325
572;572;237;5858
573;573;224;5619
574;574;220;5592
575;575;173;3835
576;576;143;2631
577;577;140;2510
578;578;140;2524
579;579;141;2553
580;580;139;2520
581;581;140;2535
582;582;141;2552
583;583;139;2508
584;584;140;2521
585;585;137;2464
586;586;141;2544
587;587;141;2568
588;588;139;2498
589;589;140;2530
590;590;186;4245
591;591;215;5391
592;592;221;5609
593;593;219;5565
594;594;174;3846
595;595;144;2652
596;596;140;2543
597;597;138;2469
598;598;140;2512
599;599;140;2535
600;600;140;2550
601;601;168;3154
602;602;185;3535
603;603;216;4222
604;604;215;4254
605;605;218;4336
606;606;220;4328
607;607;218;4335
608;608;218;4360
609;609;246;5547
610;610;253;6162
611;611;245;6132
612;612;239;5947
613;613;178;3878
614;614;144;2639
615;615;140;2529
616;616;139;2482
617;617;141;2562
618;618;136;2470
619;619;140;2548
620;620;139;2494
621;621;140;2521
622;622;139;2519
623;623;140;2509
624;624;140;2548
625;625;139;2534
626;626;141;2555
627;627;140;2506
628;628;183;4189
629;629;213;5359
630;630;218;5520
631;631;218;5509
632;632;175;3861
633;633;143;2626
634;634;139;2515
635;635;140;2520
636;636;140;2549
637;637;140;2521
638;638;139;2505
