"network_size";"mean_hurst"
5;0,455855570290081
6;0,428487616477528
7;0,429545786326973
8;0,366044975753241
9;0,475905191433762
10;0,420562571558144
11;0,429519898304186
12;0,384725528073971
13;0,451050312705824
14;0,452390633753413
15;0,404044666052203
16;0,384074150742386
17;0,397991898706626
18;0,360345155719442
19;0,39034733423128
20;0,404155034574023
