"network_size";"mean_hurst"
5;0,272480078970991
6;0,276180938340315
7;0,265829271405469
8;0,310443094166907
9;0,254335047663875
10;0,17528898900094
11;0,274952200500714
12;0,250501465839483
13;0,299721957809156
14;0,258674461469382
15;0,240333931720552
16;0,234911548024168
17;0,259195722324308
18;0,227355258839113
19;0,245895419464192
20;0,205386078531481
