"network_size";"mean_hurst"
5;0,132506548919651
6;0,173753806835223
7;0,11820008363034
8;0,116088945581944
9;0,111409362866447
10;0,130054082443191
11;0,148301540725166
12;0,12949461471353
13;0,118714870069591
14;0,0935544736122033
15;0,0998549466115197
16;0,119783314952489
17;0,103371603439001
18;0,0935631033636885
19;0,139571336173301
20;0,107207330784767
