"network_size";"mean_hurst"
5;0,108867322388865
6;0,124677513049183
7;0,112694818878988
8;0,116640662200666
9;0,112607014105392
10;0,107513616811485
11;0,118078702986539
12;0,115103490342844
13;0,136228060500738
14;0,168770696915476
15;0,198901458777364
16;0,214776649806087
17;0,239936690682774
18;0,266877459203614
19;0,286032760114826
20;0,316610104293179
