"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;46;2434
2;2;76;3816
3;3;61;2560
4;4;55;2112
5;5;57;2183
6;6;56;2122
7;7;54;2066
8;8;56;2163
9;9;55;2116
10;10;58;2252
11;11;53;1979
12;12;54;2084
13;13;81;3893
14;14;77;3640
15;15;63;2711
16;16;58;2258
17;17;56;2154
18;18;55;2116
19;19;56;2182
20;20;54;2094
21;21;55;2075
22;22;53;2057
23;23;56;2152
24;24;55;2133
25;25;77;3612
26;26;75;3458
27;27;63;2664
28;28;63;2638
29;29;55;2151
30;30;55;2128
31;31;59;2306
32;32;53;2043
33;33;55;2125
34;34;53;2020
35;35;58;2261
36;36;58;2342
37;37;69;3076
38;38;69;3053
39;39;66;2837
40;40;59;2441
41;41;66;2855
42;42;56;2162
43;43;60;2376
44;44;52;1931
45;45;55;2084
46;46;54;2105
47;47;57;2185
48;48;54;2101
49;49;58;2295
50;50;80;3821
51;51;74;3393
52;52;54;2046
53;53;62;2594
54;54;61;2537
55;55;56;2154
56;56;53;2032
57;57;57;2200
58;58;54;2048
59;59;54;2087
60;60;54;2084
61;61;60;2395
62;62;72;3284
63;63;80;3781
64;64;62;2529
65;65;57;2218
66;66;60;2467
67;67;63;2647
68;68;57;2217
69;69;55;2078
70;70;54;2068
71;71;56;2182
72;72;57;2196
73;73;55;2096
74;74;60;2451
75;75;81;3856
76;76;68;3105
77;77;56;2178
78;78;66;2844
79;79;58;2318
80;80;54;2043
81;81;54;2097
82;82;57;2193
83;83;55;2117
84;84;54;2044
85;85;55;2139
86;86;55;2095
87;87;75;3479
88;88;79;3748
89;89;52;1995
90;90;64;2765
91;91;58;2354
92;92;55;2130
93;93;58;2234
94;94;54;2033
95;95;54;2079
96;96;56;2191
97;97;55;2142
98;98;58;2248
99;99;72;3181
100;100;84;4045
101;101;61;2476
102;102;56;2202
103;103;64;2773
104;104;63;2566
105;105;54;2080
106;106;53;2020
107;107;53;1990
108;108;55;2086
109;109;56;2199
110;110;54;2091
111;111;59;2351
112;112;78;3623
113;113;78;3612
114;114;58;2368
115;115;63;2663
116;116;59;2339
117;117;56;2157
118;118;56;2175
119;119;54;2070
120;120;53;1984
121;121;55;2120
122;122;55;2138
123;123;52;1954
124;124;67;2954
125;125;79;3688
126;126;71;3216
127;127;66;2773
128;128;52;1978
129;129;58;2266
130;130;53;2000
131;131;55;2096
132;132;54;2073
133;133;54;2094
134;134;54;2066
135;135;56;2162
136;136;69;3015
137;137;76;3515
138;138;59;2345
139;139;77;3550
140;140;63;2621
141;141;57;2192
142;142;55;2074
143;143;54;2043
144;144;55;2131
145;145;57;2194
146;146;55;2171
147;147;52;1971
148;148;58;2265
149;149;74;3378
150;150;70;3167
151;151;66;2811
152;152;66;2838
153;153;61;2570
154;154;53;2012
155;155;54;2045
156;156;56;2157
157;157;57;2221
158;158;56;2130
159;159;58;2279
160;160;59;2432
161;161;65;2874
162;162;74;3351
163;163;67;2893
164;164;53;1997
165;165;60;2480
166;166;64;2718
167;167;52;1979
168;168;56;2149
169;169;54;2065
170;170;56;2134
171;171;54;2063
172;172;54;2038
173;173;63;2661
174;174;82;3959
175;175;63;2643
176;176;56;2170
177;177;55;2117
178;178;64;2742
179;179;61;2510
180;180;54;2052
181;181;56;2166
182;182;57;2254
183;183;56;2154
184;184;58;2332
185;185;62;2596
186;186;78;3651
187;187;62;2705
188;188;62;2571
189;189;54;2084
190;190;62;2558
191;191;61;2553
192;192;56;2093
193;193;58;2228
194;194;56;2205
195;195;57;2230
196;196;52;1972
197;197;58;2332
198;198;70;3105
199;199;72;3311
200;200;68;2969
201;201;56;2202
202;202;55;2100
203;203;61;2533
204;204;64;2687
205;205;54;2077
206;206;59;2328
207;207;55;2151
208;208;55;2108
209;209;54;2074
210;210;66;2940
211;211;75;3497
212;212;64;2700
213;213;54;2099
214;214;53;2012
215;215;60;2453
216;216;66;2857
217;217;53;2025
218;218;56;2162
219;219;53;2046
220;220;55;2095
221;221;53;2020
222;222;60;2405
223;223;70;3137
224;224;71;3277
225;225;62;2560
226;226;56;2170
227;227;54;2057
228;228;66;2808
229;229;62;2509
230;230;51;1956
231;231;55;2095
232;232;53;2010
233;233;54;2065
234;234;59;2464
235;235;66;2810
236;236;67;2849
237;237;72;3234
238;238;62;2555
239;239;53;1992
240;240;59;2344
241;241;64;2738
242;242;56;2204
243;243;53;2049
244;244;57;2208
245;245;53;2024
246;246;57;2221
247;247;64;2737
248;248;61;2593
249;249;65;2806
250;250;68;2929
251;251;59;2459
252;252;54;2083
253;253;63;2656
254;254;62;2590
255;255;56;2169
256;256;56;2138
257;257;55;2084
258;258;60;2531
259;259;64;2767
260;260;56;2165
261;261;61;2476
262;262;76;3460
263;263;58;2358
264;264;53;2025
265;265;56;2240
266;266;64;2761
267;267;61;2477
268;268;55;2119
269;269;56;2141
270;270;55;2126
271;271;57;2269
272;272;67;2874
273;273;65;2803
274;274;70;3115
275;275;63;2686
276;276;57;2184
277;277;59;2385
278;278;64;2803
279;279;56;2204
280;280;57;2203
281;281;55;2090
282;282;55;2073
283;283;51;1932
284;284;60;2439
285;285;62;2629
286;286;60;2492
287;287;69;3115
288;288;64;2724
289;289;56;2184
290;290;64;2681
291;291;62;2647
292;292;53;2043
293;293;54;2086
294;294;55;2097
295;295;55;2099
296;296;65;2743
297;297;64;2725
298;298;65;2825
299;299;58;2328
300;300;67;2903
301;301;61;2525
302;302;60;2515
303;303;65;2715
304;304;51;1921
305;305;55;2105
306;306;54;2030
307;307;53;2007
308;308;58;2370
309;309;66;2803
310;310;58;2336
311;311;67;2894
312;312;58;2302
313;313;66;2851
314;314;62;2584
315;315;64;2758
316;316;56;2179
317;317;56;2179
318;318;54;2046
319;319;56;2196
320;320;58;2298
321;321;64;2723
322;322;55;2206
323;323;63;2652
324;324;68;3000
325;325;66;2852
326;326;58;2367
327;327;67;2903
328;328;59;2370
329;329;52;2002
330;330;56;2177
331;331;52;1987
332;332;56;2179
333;333;58;2353
334;334;64;2739
335;335;59;2329
336;336;67;2854
337;337;58;2343
338;338;67;2902
339;339;70;3163
340;340;61;2456
341;341;55;2134
342;342;54;2048
343;343;56;2166
344;344;56;2175
345;345;53;2005
346;346;58;2383
347;347;64;2743
348;348;64;2732
349;349;63;2664
350;350;68;2935
351;351;64;2769
352;352;62;2540
353;353;54;2092
354;354;59;2268
355;355;56;2227
356;356;57;2161
357;357;52;1961
358;358;57;2255
359;359;66;2845
360;360;69;3016
361;361;63;2666
362;362;67;2853
363;363;63;2736
364;364;62;2558
365;365;57;2224
366;366;55;2124
367;367;53;2018
368;368;54;2059
369;369;56;2178
370;370;54;2038
371;371;65;2738
372;372;60;2503
373;373;67;2939
374;374;72;3283
375;375;63;2645
376;376;63;2643
377;377;54;2110
378;378;57;2224
379;379;56;2155
380;380;57;2239
381;381;54;2056
382;382;56;2099
383;383;66;2793
384;384;61;2524
385;385;60;2512
386;386;68;3007
387;387;66;2796
388;388;56;2216
389;389;68;2949
390;390;57;2265
391;391;54;2039
392;392;56;2131
393;393;55;2091
394;394;54;2048
395;395;54;2096
396;396;62;2560
397;397;70;3137
398;398;63;2674
399;399;62;2502
400;400;65;2810
401;401;67;2926
402;402;63;2583
403;403;52;1958
404;404;57;2192
405;405;56;2117
406;406;53;1975
407;407;56;2172
408;408;58;2432
409;409;73;3305
410;410;64;2629
411;411;62;2606
412;412;64;2720
413;413;55;2131
414;414;65;2782
415;415;57;2279
416;416;53;2072
417;417;56;2167
418;418;54;2043
419;419;56;2204
420;420;58;2282
421;421;70;3149
422;422;69;2941
423;423;61;2521
424;424;60;2497
425;425;59;2471
426;426;65;2783
427;427;56;2189
428;428;55;2163
429;429;54;2052
430;430;55;2119
431;431;54;2097
432;432;57;2226
433;433;55;2167
434;434;70;3163
435;435;62;2635
436;436;62;2571
437;437;67;2937
438;438;64;2770
439;439;57;2218
440;440;58;2243
441;441;50;1869
442;442;55;2148
443;443;54;2067
444;444;55;2134
445;445;57;2208
446;446;69;3090
447;447;72;3198
448;448;67;2812
449;449;61;2578
450;450;58;2323
451;451;64;2733
452;452;58;2339
453;453;58;2280
454;454;55;2105
455;455;56;2177
456;456;55;2126
457;457;58;2276
458;458;62;2550
459;459;74;3431
460;460;57;2309
461;461;61;2543
462;462;61;2557
463;463;61;2483
464;464;63;2676
465;465;54;2091
466;466;54;2120
467;467;58;2201
468;468;56;2175
469;469;55;2110
470;470;56;2125
471;471;62;2525
472;472;75;3510
473;473;68;3012
474;474;63;2638
475;475;63;2612
476;476;66;2838
477;477;55;2127
478;478;57;2211
479;479;54;2102
480;480;53;2003
481;481;56;2176
482;482;55;2082
483;483;63;2605
484;484;69;3052
485;485;71;3227
486;486;66;2854
487;487;57;2214
488;488;55;2184
489;489;64;2728
490;490;60;2406
