"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;44;2280
2;2;85;4378
3;3;83;3573
4;4;71;2762
5;5;81;3292
6;6;75;3003
7;7;70;2609
8;8;70;2653
9;9;69;2575
10;10;69;2509
11;11;70;2613
12;12;70;2601
13;13;78;3098
14;14;98;4554
15;15;100;4687
16;16;78;3150
17;17;71;2687
18;18;76;2999
19;19;79;3227
20;20;71;2645
21;21;70;2615
22;22;70;2626
23;23;71;2666
24;24;70;2668
25;25;70;2636
26;26;91;4017
27;27;105;4940
28;28;84;3501
29;29;79;3234
30;30;75;2938
31;31;79;3279
32;32;70;2593
33;33;74;2845
34;34;70;2636
35;35;70;2615
36;36;68;2469
37;37;71;2611
38;38;69;2601
39;39;89;3824
40;40;100;4651
41;41;88;3829
42;42;83;3573
43;43;78;3121
44;44;73;2729
45;45;72;2759
46;46;68;2494
47;47;71;2678
48;48;70;2588
49;49;68;2493
50;50;71;2619
51;51;73;2730
52;52;91;4098
53;53;108;5234
54;54;85;3580
55;55;78;3170
56;56;76;2969
57;57;70;2599
58;58;67;2495
59;59;71;2629
60;60;69;2554
61;61;69;2569
62;62;71;2599
63;63;69;2584
64;64;84;3581
65;65;95;4276
66;66;101;4739
67;67;87;3834
68;68;70;2625
69;69;71;2673
70;70;70;2606
71;71;70;2587
72;72;71;2615
73;73;70;2593
74;74;69;2542
75;75;72;2760
76;76;89;3883
77;77;76;3084
78;78;85;3579
79;79;97;4475
80;80;87;3793
81;81;71;2692
82;82;70;2603
83;83;71;2649
84;84;69;2595
85;85;72;2721
86;86;69;2575
87;87;69;2540
88;88;81;3373
89;89;86;3756
90;90;84;3497
91;91;88;3784
92;92;81;3377
93;93;87;3781
94;94;74;2801
95;95;74;2787
96;96;71;2676
97;97;68;2496
98;98;70;2583
99;99;71;2651
100;100;76;3002
101;101;86;3794
102;102;79;3200
103;103;88;3865
104;104;90;4016
105;105;73;2880
106;106;79;3257
107;107;76;3003
108;108;72;2699
109;109;72;2725
110;110;71;2646
111;111;68;2521
112;112;77;3056
113;113;78;3170
