"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;27;1373
2;2;50;2705
3;3;37;1671
4;4;36;1414
5;5;38;1476
6;6;38;1471
7;7;41;1578
8;8;39;1480
9;9;42;1658
10;10;38;1482
11;11;42;1639
12;12;40;1548
13;13;43;1739
14;14;52;2326
15;15;63;3087
16;16;48;2088
17;17;38;1434
18;18;39;1520
19;19;40;1576
20;20;40;1557
21;21;38;1450
22;22;42;1662
23;23;39;1503
24;24;39;1491
25;25;39;1504
26;26;49;2147
27;27;69;3520
28;28;49;2134
29;29;39;1477
30;30;38;1433
31;31;41;1596
32;32;38;1439
33;33;44;1752
34;34;39;1518
35;35;41;1574
36;36;41;1593
37;37;39;1451
38;38;42;1667
39;39;60;2894
40;40;64;3177
41;41;42;1669
42;42;39;1484
43;43;41;1603
44;44;42;1609
45;45;40;1545
46;46;39;1484
47;47;40;1547
48;48;38;1450
49;49;42;1624
50;50;40;1565
51;51;58;2761
52;52;52;2408
53;53;47;2110
54;54;44;1813
55;55;42;1675
56;56;41;1599
57;57;41;1576
58;58;40;1584
59;59;40;1552
60;60;39;1476
61;61;40;1546
62;62;41;1596
63;63;58;2766
64;64;54;2478
65;65;48;2106
66;66;46;1976
67;67;39;1534
68;68;42;1632
69;69;39;1502
70;70;38;1452
71;71;40;1507
72;72;40;1537
73;73;38;1443
74;74;44;1839
75;75;61;2942
76;76;47;2025
77;77;48;2112
78;78;45;1905
79;79;42;1634
80;80;39;1485
81;81;40;1516
82;82;42;1652
83;83;40;1556
84;84;40;1561
85;85;42;1656
86;86;39;1485
87;87;49;2193
88;88;55;2545
89;89;46;1955
90;90;45;1852
91;91;49;2208
92;92;43;1707
93;93;38;1430
94;94;41;1568
95;95;40;1553
96;96;41;1606
97;97;40;1563
98;98;39;1529
99;99;39;1535
100;100;51;2276
101;101;53;2441
102;102;47;1991
103;103;51;2267
104;104;46;1979
105;105;39;1514
106;106;39;1506
107;107;39;1506
108;108;42;1606
109;109;40;1543
110;110;41;1593
111;111;40;1552
112;112;51;2261
113;113;45;1920
114;114;48;2088
115;115;57;2642
116;116;47;2035
117;117;40;1523
118;118;40;1514
119;119;40;1532
120;120;41;1616
121;121;39;1492
122;122;40;1541
123;123;44;1808
124;124;51;2286
125;125;45;1832
126;126;51;2316
127;127;58;2730
128;128;42;1721
129;129;39;1503
130;130;38;1458
131;131;40;1572
132;132;42;1643
133;133;40;1561
134;134;38;1448
135;135;40;1578
136;136;52;2317
137;137;45;1924
138;138;51;2263
139;139;44;1768
140;140;47;2018
141;141;46;1959
142;142;38;1419
143;143;39;1502
144;144;41;1597
145;145;39;1498
146;146;41;1601
147;147;41;1606
148;148;46;1998
149;149;47;2060
150;150;40;1542
151;151;52;2309
152;152;48;2086
153;153;49;2193
154;154;44;1765
155;155;37;1427
156;156;42;1634
157;157;39;1489
158;158;38;1459
159;159;40;1564
160;160;46;1939
161;161;49;2184
162;162;41;1631
163;163;52;2329
164;164;44;1796
165;165;38;1449
166;166;49;2114
167;167;46;1991
168;168;39;1509
169;169;39;1493
170;170;41;1629
171;171;38;1465
172;172;38;1429
173;173;49;2187
174;174;45;1850
175;175;49;2139
176;176;47;2060
177;177;42;1659
178;178;42;1712
179;179;50;2187
180;180;44;1795
181;181;38;1411
182;182;41;1560
183;183;37;1393
184;184;42;1665
185;185;49;2182
186;186;45;1836
187;187;46;1989
188;188;49;2126
189;189;37;1419
190;190;41;1567
191;191;43;1705
192;192;49;2184
193;193;44;1796
194;194;40;1554
195;195;41;1611
196;196;40;1547
197;197;37;1439
198;198;49;2119
199;199;48;2060
200;200;43;1741
201;201;50;2252
202;202;42;1662
203;203;42;1632
204;204;44;1806
205;205;48;2143
206;206;43;1714
207;207;39;1485
208;208;41;1594
209;209;40;1516
210;210;45;1885
211;211;49;2207
212;212;40;1589
213;213;47;2050
214;214;46;1955
215;215;43;1723
216;216;49;2183
217;217;47;2015
218;218;39;1526
219;219;40;1569
220;220;42;1615
221;221;40;1530
222;222;40;1524
223;223;44;1821
224;224;49;2162
225;225;40;1569
226;226;47;1997
227;227;49;2168
228;228;46;1961
229;229;48;2093
230;230;39;1525
231;231;39;1521
232;232;42;1608
233;233;40;1537
234;234;40;1545
235;235;38;1432
236;236;41;1583
237;237;51;2272
238;238;56;2607
239;239;46;1945
240;240;41;1594
241;241;49;2186
242;242;44;1783
243;243;41;1596
244;244;39;1489
245;245;41;1577
246;246;41;1576
247;247;39;1524
248;248;41;1620
249;249;42;1739
250;250;57;2640
251;251;50;2181
252;252;39;1498
253;253;42;1664
254;254;48;2124
255;255;43;1753
256;256;40;1519
257;257;41;1591
258;258;40;1517
259;259;38;1456
260;260;41;1590
261;261;51;2265
262;262;47;2014
263;263;50;2253
264;264;45;1848
265;265;39;1511
266;266;39;1518
267;267;51;2292
268;268;47;1981
269;269;39;1517
270;270;42;1633
271;271;40;1546
272;272;40;1520
273;273;43;1790
274;274;50;2251
275;275;49;2225
276;276;48;2088
277;277;41;1607
278;278;42;1642
279;279;47;2055
280;280;48;2055
281;281;40;1564
282;282;41;1602
283;283;40;1536
284;284;42;1667
285;285;42;1677
286;286;46;1938
