"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;36;1846
2;2;42;2087
3;3;30;1162
4;4;30;1139
5;5;28;1046
6;6;30;1131
7;7;30;1152
8;8;29;1096
9;9;29;1089
10;10;31;1165
11;11;31;1201
12;12;31;1235
13;13;42;1962
14;14;36;1510
15;15;40;1857
16;16;32;1288
17;17;29;1097
18;18;32;1269
19;19;30;1166
20;20;31;1170
21;21;31;1183
22;22;29;1106
23;23;32;1245
24;24;32;1296
25;25;42;1939
26;26;32;1280
27;27;34;1405
28;28;40;1794
29;29;30;1151
30;30;31;1193
31;31;30;1172
32;32;30;1158
33;33;31;1195
34;34;32;1207
35;35;29;1110
36;36;38;1621
37;37;38;1658
38;38;32;1219
39;39;31;1213
40;40;41;1855
41;41;33;1354
42;42;34;1310
43;43;28;1046
44;44;31;1174
45;45;29;1122
46;46;30;1127
47;47;30;1145
48;48;29;1095
49;49;37;1585
50;50;39;1755
51;51;30;1157
52;52;29;1117
53;53;37;1607
54;54;37;1672
55;55;29;1097
56;56;30;1141
57;57;30;1146
58;58;33;1298
59;59;29;1078
60;60;29;1086
61;61;29;1097
62;62;40;1827
63;63;37;1587
64;64;30;1197
65;65;42;1919
66;66;34;1444
67;67;31;1211
68;68;29;1123
69;69;30;1147
70;70;30;1125
71;71;30;1121
72;72;32;1223
73;73;29;1079
74;74;30;1132
75;75;33;1383
76;76;46;2233
77;77;39;1770
78;78;30;1129
79;79;30;1129
80;80;30;1141
81;81;30;1158
82;82;30;1135
83;83;30;1175
84;84;31;1189
85;85;30;1114
86;86;32;1246
87;87;40;1856
88;88;37;1556
89;89;36;1501
90;90;40;1823
91;91;32;1309
92;92;32;1214
93;93;29;1076
94;94;28;1023
95;95;29;1107
96;96;30;1128
97;97;30;1158
98;98;31;1269
99;99;41;1848
100;100;34;1379
101;101;29;1082
102;102;40;1801
103;103;36;1539
104;104;29;1094
105;105;30;1128
106;106;28;1062
107;107;32;1215
108;108;30;1133
109;109;31;1198
110;110;31;1185
111;111;37;1628
112;112;37;1639
113;113;31;1216
114;114;38;1681
115;115;39;1744
116;116;30;1142
117;117;30;1132
118;118;30;1146
119;119;31;1216
120;120;30;1113
121;121;31;1190
122;122;30;1159
123;123;30;1170
124;124;41;1830
125;125;33;1385
126;126;30;1127
127;127;36;1523
128;128;40;1812
129;129;29;1101
130;130;30;1148
131;131;31;1202
132;132;30;1144
133;133;30;1156
134;134;31;1157
135;135;31;1189
136;136;37;1590
137;137;40;1843
138;138;32;1246
139;139;29;1083
140;140;38;1651
141;141;37;1650
142;142;30;1156
143;143;31;1186
144;144;29;1089
145;145;30;1153
146;146;29;1095
147;147;30;1154
148;148;30;1165
149;149;30;1140
150;150;39;1776
151;151;36;1524
152;152;39;1791
153;153;33;1370
154;154;30;1141
155;155;28;1025
156;156;29;1089
157;157;30;1134
158;158;28;1031
159;159;30;1128
160;160;33;1269
161;161;27;1023
162;162;40;1772
163;163;40;1797
164;164;38;1709
165;165;32;1285
166;166;29;1082
167;167;30;1119
168;168;28;1031
169;169;30;1139
170;170;31;1193
171;171;32;1240
172;172;29;1105
173;173;29;1109
174;174;39;1749
175;175;37;1617
176;176;36;1545
177;177;40;1835
178;178;29;1076
179;179;29;1092
180;180;31;1192
181;181;30;1140
182;182;31;1216
183;183;30;1160
184;184;30;1120
185;185;30;1115
186;186;40;1781
187;187;36;1574
188;188;31;1220
189;189;35;1494
190;190;40;1818
191;191;29;1062
192;192;32;1242
193;193;28;1033
194;194;29;1119
195;195;29;1083
196;196;30;1165
197;197;30;1127
198;198;33;1268
199;199;36;1530
200;200;37;1667
201;201;38;1675
202;202;38;1651
203;203;31;1167
204;204;31;1169
205;205;31;1166
206;206;31;1207
207;207;30;1155
208;208;28;1027
209;209;31;1190
210;210;29;1108
211;211;31;1194
212;212;37;1555
213;213;41;1932
214;214;40;1850
215;215;34;1382
216;216;30;1137
217;217;32;1252
218;218;29;1094
219;219;31;1170
220;220;31;1183
221;221;30;1145
222;222;31;1168
223;223;31;1165
224;224;30;1158
225;225;37;1577
226;226;43;2069
227;227;41;1877
228;228;31;1228
229;229;30;1113
230;230;31;1208
231;231;30;1125
232;232;29;1056
233;233;30;1151
234;234;29;1088
235;235;31;1169
236;236;30;1148
237;237;34;1425
238;238;39;1779
239;239;32;1270
240;240;40;1834
241;241;35;1454
242;242;31;1198
243;243;32;1229
244;244;30;1128
