"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,01;6936;14;0,00201845444059977;102,69577851756;1,9907880876875
0,02;6915;597;0,0863340563991323;95,0670010954721;1,7233008461532
0,03;6953;878;0,126276427441392;97,597687806436;1,5485179073357
0,04;6949;779;0,112102460785725;95,4341792475614;1,3935882652984
0,05;6938;657;0,0946958777745748;94,8098282160895;1,3047935799663
0,06;6898;555;0,0804581037982024;95,0768596888762;1,1809611771342
0,07;6921;514;0,074266724461783;95,8566179775401;1,1613571875802
0,08;6901;412;0,0597014925373134;97,4827780709004;1,1265319497307
0,09;6931;362;0,0522291155677391;99,4728413047747;1,1253487207091
0,1;6943;324;0,0466657064669451;101,813150299812;1,1323786071759
0,11;6948;321;0,0462003454231434;105,952205710619;1,1084473984227
0,12;6938;250;0,0360334390314212;107,336097445116;1,169172692666
0,13;6950;238;0,0342446043165468;110,554794149784;1,1625638645612
0,14;6913;217;0,031390134529148;112,395806378908;1,1926852193678
0,15;6941;178;0,0256447197810114;116,568799023773;1,2615634131169
0,16;6968;160;0,0229621125143513;120,068637006708;1,2743643120944
0,17;6931;170;0,0245274852113692;118,8094011982;1,2313762971232
0,18;6935;123;0,0177361211247296;121,73062012921;1,3081282450665
0,19;6923;135;0,0195002166690741;126,193391291796;1,3133033306738
0,2;6941;115;0,0165682178360467;126,476658528192;1,3971630859001
0,21;6949;105;0,0151100877824147;127,19745547199;1,3734076775233
0,22;6920;107;0,0154624277456647;127,707627539103;1,3266297806187
0,23;6939;94;0,0135466205505116;128,982441634208;1,424370190178
0,24;6947;89;0,0128112854469555;131,59698349798;1,4380089692952
0,25;6931;79;0,011398066657048;132,150245000562;1,4398231979936
0,26;6915;76;0,0109906001446132;133,922771848738;1,4855513751868
0,27;6962;56;0,0080436656133295;135,115372968085;1,5220956685002
0,28;6859;51;0,00743548622248141;136,414845186925;1,545341045339
0,29;6932;59;0,00851125216387767;136,394262249083;1,5356238054052
0,3;6945;53;0,00763138948884089;134,584477820731;1,487790224057
