"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,01;2772;0;0;29,2315719137515;1,3114116100339
0,02;2787;748;0,268388948690348;35,545609824568;1,6008998225102
0,03;2766;1038;0,37527114967462;32,8991487548517;1,3855164113965
0,04;2787;971;0,348403301040545;31,9614254160816;1,2168862506942
0,05;2778;836;0,30093592512599;30,9964092618033;1,0586689347438
0,06;2786;725;0,260229720028715;30,0280383421421;0,95328634904888
0,07;2760;646;0,234057971014493;29,3287990362452;0,86048582963497
0,08;2800;562;0,200714285714286;28,8596949739245;0,77884836981761
0,09;2783;520;0,186848724398132;29,2492882224945;0,72119368507137
0,1;2778;496;0,178545716342693;29,6695436754326;0,69194519339851
0,11;2799;443;0,15827081100393;30,3766220154571;0,63721260490687
0,12;2759;414;0,150054367524465;30,8112929896314;0,60671435905807
0,13;2763;395;0,142960550126674;31,7941274591024;0,57204794382049
0,14;2744;355;0,129373177842566;32,1405955658457;0,56746517376376
0,15;2758;350;0,126903553299492;32,6501186727547;0,53308421651271
0,16;2754;331;0,120188816267248;33,1781915093518;0,52026947734203
0,17;2770;316;0,114079422382671;34,7081135267853;0,52743657750886
0,18;2775;293;0,105585585585586;35,1911235955079;0,51812672753014
0,19;2802;280;0,0999286224125625;35,8723337035059;0,475463959741
0,2;2778;264;0,0950323974082073;35,7403187519826;0,4778739171524
0,21;2771;265;0,0956333453626849;35,5842846951428;0,45194882607361
0,22;2770;255;0,092057761732852;35,2642388472975;0,42897963995873
0,23;2777;236;0,0849837954627296;35,4897763817082;0,43068876929765
0,24;2786;236;0,0847092605886576;34,7085288696175;0,39136983865953
0,25;2781;225;0,0809061488673139;35,2822808797762;0,38046343698663
0,26;2763;225;0,0814332247557003;36,0043621534762;0,37337807992473
0,27;2777;211;0,0759812747569319;34,5269740720071;0,34542660470242
0,28;2745;194;0,0706739526411658;35,1203346392103;0,38182820034468
0,29;2772;195;0,0703463203463204;35,743868733717;0,36592506271094
0,3;2759;186;0,0674157303370786;33,7992377778818;0,3228116343279
