"slots_number";"total_packets_sent";"total_packets_received";"total_energy_utilization";"packet_received_ratio"
8;4166;417;4,0771951023519;0,100096015362458
16;4207;595;7,95418666074661;0,141430948419301
24;4168;772;12,4169857407218;0,185220729366603
32;4161;750;16,2126837464868;0,180245133381399
40;4115;598;15,6330855334557;0,145321992709599
48;4158;471;15,1199280403915;0,113275613275613
56;4159;390;14,8197464424099;0,0937725414763164
64;4170;307;14,4108361884816;0,073621103117506
