"slots_number";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
8;5530;496;0,0896925858951175;5,24870561090011;0,66296071598687
16;5556;746;0,134269258459323;10,628854259628;1,029336106221
24;5583;808;0,144725058212431;16,5792459536459;1,2442639592269
32;5540;774;0,13971119133574;20,7797935201305;1,2899499905803
40;5528;779;0,140918958031838;25,8723455329495;1,4498269016019
48;5535;631;0,114001806684734;25,7873492363348;1,2920202088771
56;5523;515;0,0932464240449031;25,3064985994981;1,1569331448078
64;5561;417;0,0749865132170473;24,7693712906064;1,04271074278
