"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;4674;110;0,0235344458707745;41,8244133690735;1,6268545507534
0,1;4675;167;0,0357219251336898;54,3321473191086;1,3890216880102
0,15;4670;127;0,0271948608137045;1,85848079580451;0,30007434477914
0,2;4694;17;0,00362164465274819;86,9412461760506;1,179338473626
0,25;4685;11;0,00234791889007471;101,710477111421;1,0984631569867
0,3;4661;91;0,0195237073589359;2,06628159304272;0,23445211695197
0,35;4678;3;0,000641299700726806;120,670787209306;0,65106951280641
0,4;4675;7;0,00149732620320856;104,759038554568;0,99968509767973
0,45;4669;66;0,014135789248233;2,79698758541409;0,22617652657395
0,5;4686;5;0,00106700810926163;118,686166984419;0,6978571564422
0,55;4678;4;0,000855066267635742;126,87336932401;0,54883671714088
0,6;4694;57;0,0121431614827439;3,42082231303174;0,15334271570571
0,65;4667;1;0,000214270409256482;130,137873165534;0,47068184343612
0,7;4695;6;0,0012779552715655;128,330926595964;0,35142261540953
0,75;4692;15;0,00319693094629156;3,59525551416401;0,13715980896673
0,8;4719;0;0;138,242176194428;0,44810192374109
0,85;4669;1;0,000214178624973228;139,546868178921;0,25499074312877
0,9;4680;37;0,00790598290598291;4,78130860048686;0,17116415010436
0,95;4700;0;0;146,634870670176;0,20144650356762
1;4682;0;0;147,044203585168;0,22764484093533
