"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;1376;405;0,294331395348837;8,00340594101556;1,4175210783848
0,1;1383;401;0,289949385394071;10,5873600956841;1,0707505891157
0,15;1378;40;0,0290275761973875;0,492889411437567;0,095640562806225
0,2;1401;224;0,1598857958601;11,0481701536337;0,82406190026128
0,25;1382;209;0,15123010130246;11,2713272158965;0,7519337174946
0,3;1388;49;0,0353025936599424;0,895142306427664;0,11541828373966
0,35;1383;133;0,0961677512653651;11,6781152177865;0,69248910044244
0,4;1379;128;0,0928208846990573;9,85677526995712;0,60746512374015
0,45;1378;39;0,0283018867924528;1,06203714364043;0,10036344641472
0,5;1373;95;0,0691915513474144;12,1915110916975;0,6375033275064
0,55;1383;88;0,0636297903109183;11,6111184456715;0,62187911287852
0,6;1386;37;0,0266955266955267;1,55138609514295;0,11277332692214
0,65;1392;80;0,0574712643678161;11,3181033367251;0,54235296302808
0,7;1364;70;0,0513196480938416;11,8714945432059;0,59848066248339
0,75;1390;50;0,0359712230215827;1,96539226314548;0,15939246955165
0,8;1394;57;0,0408895265423242;12,4839122789503;0,66309568747676
0,85;1382;57;0,0412445730824891;11,5077379275048;0,66922185015878
0,9;1390;13;0,00935251798561151;1,44137537074689;0,068175229877636
0,95;1384;50;0,0361271676300578;13,5170798909149;0,54617211978355
1;1399;50;0,0357398141529664;14,2330572318536;0,59611582870789
