"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;2765;241;0,0871609403254973;19,3160145961041;1,5587167373034
0,1;2790;305;0,109318996415771;22,0758036951102;1,2279836303205
0,15;2770;63;0,0227436823104693;0,957659028017479;0,15231322315241
0,2;2766;174;0,0629067245119306;18,8600629796652;0,94510606710181
0,25;2734;142;0,0519385515727871;23,4926568590834;0,93796196322858
0,3;2775;42;0,0151351351351351;0,946524199247112;0,10610496149539
0,35;2769;97;0,035030697002528;25,8265105380188;0,94046355046132
0,4;2774;89;0,032083633741889;18,074731111866;0,86385973179057
0,45;2767;30;0,0108420672208168;1,66616199424492;0,11753834084485
0,5;2774;80;0,0288392213410238;26,0680094878829;0,81526292079331
0,55;2810;66;0,0234875444839858;27,5002294202083;0,86870080615358
0,6;2786;49;0,0175879396984925;2,42368239230815;0,15459785018234
0,65;2754;46;0,0167029774872912;31,4813284402611;0,89086102681709
0,7;2795;28;0,0100178890876565;43,9045464703696;1,1035516626347
0,75;2774;58;0,0209084354722422;2,62298831903815;0,18170737616724
0,8;2786;29;0,0104091888011486;49,8575857122766;1,0680976162581
0,85;2791;32;0,0114654245790039;43,4048582790083;0,9791781359598
0,9;2755;13;0,00471869328493648;2,52380638719745;0,14331507421595
0,95;2758;15;0,00543872371283539;59,7928748157521;1,1837588855357
1;2747;23;0,00837277029486713;49,3179255115747;1,0875801215635
