"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;4197;1495;0,356206814391232;16,693908173059;2,0055208156991
0,1;4142;751;0,181313375181072;16,2163466264977;1,2848540139172
0,15;4153;474;0,114134360703106;19,5621583596475;1,1204029908538
0,2;4167;319;0,0765538756899448;23,8692440997889;1,0979190084039
0,25;4183;224;0,0535500836720057;28,6142514581382;1,1542486917042
0,3;4146;164;0,0395561987457791;33,5914477734757;1,2521525020928
0,35;4156;118;0,0283926852743022;38,6760285991386;1,3690026716282
0,4;4149;83;0,0200048204386599;43,8453377359843;1,5015697789692
0,45;4163;58;0,0139322603891424;49,0693391268656;1,6425047579169
0,5;4189;35;0,0083552160420148;54,3225092489649;1,7890737714328
0,55;4179;19;0,00454654223498445;59,6108170970922;1,9421604417417
0,6;4135;7;0,00169286577992745;64,9268276109158;2,101802708269
0,65;4180;0;0;67,564420331281;2,179484846248
0,7;4144;0;0;67,5357817664807;2,1785106989982
0,75;4151;0;0;67,4989066636996;2,1773400505231
0,8;4159;0;0;67,4661186692574;2,1762991474779
0,85;4163;0;0;67,429291317587;2,1751300393609
0,9;4153;0;0;67,3965437859708;2,1740254415687
0,95;4150;0;0;67,3637630709182;2,1729847733428
1;4146;0;0;67,3269043371624;2,1718146529007
