"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;3306;1205;0,364488808227465;12,213619354543;1,6439820861513
0,1;3286;620;0,188679245283019;11,7223840807976;1,0778959464704
0,15;3304;394;0,119249394673123;13,9925021584212;0,94227682714418
0,2;3302;264;0,0799515445184737;16,9671700334758;0,92406173154099
0,25;3326;188;0,0565243535778713;20,2890127556198;0,97359250341236
0,3;3291;134;0,0407171072622303;23,7660487449906;1,0528866836655
0,35;3293;98;0,0297600971758275;27,3369060372666;1,152216544509
0,4;3314;68;0,0205190102595051;30,972954171134;1,2613915591616
0,45;3306;48;0,014519056261343;34,6500222903634;1,3820353700129
0,5;3287;28;0,00851840584119258;38,341663534396;1,5035120887406
0,55;3329;14;0,00420546710723941;42,0692961211666;1,6331660974766
0,6;3306;6;0,00181488203266788;45,8206585683811;1,7685536130563
0,65;3302;0;0;47,6776005576875;1,833738864944
0,7;3320;0;0;47,6569190720442;1,8329584231897
0,75;3311;0;0;47,6396996330024;1,8322436370739
0,8;3275;0;0;47,6086797623296;1,8310730651265
0,85;3306;0;0;47,5811330280412;1,8300335753478
0,9;3321;0;0;47,5673576471887;1,829513753008
0,95;3279;0;0;47,543217907721;1,8285378014917
1;3303;0;0;47,5122159860839;1,8273679198916
