"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;4683;1374;0,293401665598975;20,045533192196;1,9438151615804
0,1;4675;697;0,149090909090909;20,7357256452687;1,3104040557494
0,15;4664;408;0,0874785591766724;25,6618813815359;1,141546423024
0,2;4692;264;0,0562659846547315;31,8195081755904;1,1598327027229
0,25;4673;174;0,0372351808260218;38,4699434257362;1,2522762887145
0,3;4654;113;0,0242801890846584;45,3557206689215;1,3794185578988
0,35;4692;75;0,0159846547314578;52,4099604618412;1,5349576860195
0,4;4688;44;0,00938566552901024;59,5402205691972;1,6983366163798
0,45;4676;17;0,00363558597091531;66,7283666896138;1,8726132583743
0,5;4699;0;0;73,9555353903959;2,0543120453323
0,55;4676;0;0;73,9335249218862;2,0537090230596
0,6;4698;0;0;73,8949691593766;2,0525772773434
0,65;4702;0;0;73,8509504067632;2,0513712934758
0,7;4693;0;0;73,8123593696228;2,0503139845751
0,75;4719;0;0;73,7683441137408;2,0491080978389
0,8;4699;0;0;73,7352881404284;2,0482024458037
0,85;4684;0;0;73,7077568960048;2,0473727468857
0,9;4681;0;0;73,6692175020707;2,0463168725186
0,95;4693;0;0;73,62521081943;2,0451112239279
1;4683;0;0;73,5866516794124;2,0440548010585
