"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;5539;1599;0,288680267196245;24,9177558133613;2,2182698545274
0,1;5558;799;0,143756747031306;25,9298132957256;1,4660601613099
0,15;5566;442;0,0794107078692059;31,4304451364481;1,2282515340154
0,2;5527;299;0,054098064049213;40,0793398649557;1,2786941083978
0,25;5560;199;0,0357913669064748;48,5244815330981;1,3791704532733
0,3;5590;133;0,0237924865831843;57,2710724487921;1,5223671278685
0,35;5556;81;0,0145788336933045;64,5320621738805;1,6601292350633
0,4;5556;48;0,00863930885529158;73,3225425147309;1,8154368233643
0,45;5557;22;0,00395897066762642;84,2987645310501;2,0578419040086
0,5;5554;0;0;93,4312903960643;2,251644765818
0,55;5562;0;0;93,380864690647;2,2783727004668
0,6;5539;0;0;93,3374814223109;2,2495758287284
0,65;5558;0;0;93,2872932906397;2,2482575272964
0,7;5559;0;0;90,9279333402282;2,1915397078745
0,75;5535;0;0;90,8776717327365;2,2179397909542
0,8;5541;0;0;93,1495765296131;2,245038417547
0,85;5566;0;0;93,0992791975765;2,2715487484064
0,9;5547;0;0;90,746350793398;2,2146962218448
0,95;5538;0;0;90,6962105622957;2,1857683704257
1;5534;0;0;92,9628571360479;2,2410701953954
