"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;6925;1432;0,206787003610108;34,5894089505819;2,1683280134814
0,1;6954;642;0,092320966350302;38,5556765991138;1,4397898267235
0,15;6894;345;0,0500435161009574;49,831712215886;1,3456737265896
0,2;6935;196;0,0282624369142033;63,0158977911191;1,4452962085809
0,25;6934;108;0,0155754254398616;76,9779089203334;1,6221510721348
0,3;6943;48;0,00691343799510298;91,3197163191651;1,8415943985436
0,35;6951;6;0,000863185153215365;105,88558166329;2,0827182464585
0,4;6928;0;0;107,930464611617;2,1162402109291
0,45;6956;0;0;107,870976976555;2,1150851102427
0,5;6931;0;0;107,811482566312;2,1139298767096
0,55;6947;0;0;107,751982988653;2,1127745418546
0,6;6962;0;0;107,702417183332;2,1118120995943
0,65;6939;0;0;107,682557061512;2,1113302099516
0,7;6964;0;0;107,62312045789;2,1101761098817
0,75;6953;0;0;107,56359667359;2,1090203003866
0,8;6952;0;0;107,504118731651;2,1078653897615
0,85;6929;0;0;107,444668171813;2,1067110160402
0,9;6962;0;0;107,385114803583;2,1055546264681
0,95;6969;0;0;107,325652602815;2,1044000244934
1;6953;0;0;107,266194570436;2,1032455042517
