"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;518;213;0,411196911196911;3,24226558433184;0,44180466051437
10;1399;715;0,51107934238742;13,1644654875495;1,0788852035598
15;1907;991;0,519664394336654;23,3290637682648;1,3452408725487
20;2766;1038;0,37527114967462;32,8991487548517;1,3855164113965
25;3286;1011;0,307668898356665;42,1066751934891;1,4144728367793
30;4171;1064;0,255094701510429;53,1483921164088;1,4575950538533
35;4675;958;0,204919786096257;63,0441831053105;1,4594192692111
40;5569;945;0,16968935176872;74,5902779481637;1,4980336428131
45;6051;968;0,159973558089572;84,5955447479185;1,5170631808677
50;6953;878;0,126276427441392;97,597687806436;1,5485179073357
