"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;522;348;0,666666666666667;4,00135858709153;0,53806145645244
10;1378;755;0,547895500725689;13,184499502078;0,92694600603008
15;1911;754;0,394557823129252;20,7383127141313;0,93250581220168
20;2786;725;0,260229720028715;30,0280383421421;0,95328634904888
25;3297;728;0,220806794055202;37,8992701472473;0,96565250217724
30;4156;698;0,167949951876805;48,9616949101984;1,0157818787034
35;4663;680;0,145828865537208;58,5545706826019;1,0413871147308
40;5540;649;0,117148014440433;71,2100815109061;1,1228395913
45;6083;632;0,103896103896104;81,8510361441121;1,1460571202643
50;6898;555;0,0804581037982024;95,0768596888762;1,1809611771342
