"slots_number";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
8;9678;618;0,0638561686298822;9,50980325206847;0,78291814891599
16;9692;520;0,0536524969046636;18,8053911818177;0,74512688477604
24;9683;628;0,0648559330785913;22,1657426537339;0,95556772465978
32;9747;683;0,0700728429260285;30,9765939930191;1,1279095220814
40;9755;757;0,0776012301383906;42,5146745196939;1,4290622227853
48;9702;695;0,0716347144918573;47,7361195852893;1,4057618315604
56;9721;694;0,0713918321160374;56,3124421866662;1,5429060825139
64;9737;639;0,0656259628222245;62,3710441187281;1,5572898085907
