"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;1916;842;0,439457202505219;21,3995037919953;1,0447352762215
0,1;1901;484;0,254602840610205;18,880929114836;0,64162714269038
0,15;1924;349;0,181392931392931;21,1764374752663;0,49576760241342
0,2;1930;270;0,139896373056995;22,4245984542429;0,38520850636157
0,25;1922;226;0,117585848074922;22,1053798226499;0,31921682591617
0,3;1905;187;0,0981627296587926;22,224223645493;0,31549116872399
0,35;1905;163;0,0855643044619423;22,2240056996642;0,2461186565218
0,4;1905;140;0,073490813648294;22,2171750753026;0,25111921194309
0,45;1906;122;0,0640083945435467;22,5351556890975;0,21161974262376
0,5;1902;113;0,0594111461619348;22,5305625187465;0,19504391429364
0,55;1915;102;0,0532637075718016;23,4642195378718;0,21228984863853
0,6;1891;96;0,0507667900581703;23,3112088989279;0,1970852819484
0,65;1915;88;0,0459530026109661;23,7949347605456;0,183848271613
0,7;1905;85;0,0446194225721785;24,7267962640571;0,19542925434126
0,75;1910;70;0,0366492146596859;24,6661591732439;0,21183296815027
0,8;1905;72;0,0377952755905512;25,2912231778834;0,12045236137548
0,85;1908;67;0,0351153039832285;24,3159706821984;0,20194728193334
0,9;1914;61;0,0318704284221526;25,4695469114766;0,16740559651768
0,95;1895;64;0,0337730870712401;25,6496443648845;0,11350798034448
1;1907;60;0,0314630309386471;25,9396882714998;0,18036825904701
