"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;6949;662;0,0952655058281767;94,2384294675269;1,2893945949015
0,1;6945;320;0,0460763138948884;101,669324211377;1,1261838968129
0,15;6894;190;0,027560197272991;115,962894256506;1,2585608247937
0,2;6955;118;0,0169662113587347;127,314630420705;1,3639295988497
0,25;6928;69;0,00995958429561201;132,653675974262;1,4829229685164
0,3;6945;48;0,00691144708423326;135,45461812073;1,605208774747
0,35;6915;41;0,0059291395516992;139,243657682752;1,6419417964727
0,4;6926;30;0,00433150447588796;139,077616181902;1,6678251688384
0,45;6901;31;0,00449210259382698;137,845527026726;1,5854030868876
0,5;6924;21;0,00303292894280763;139,451763110478;1,701599917209
0,55;6951;32;0,00460365415048195;136,006723968006;1,4556811443412
0,6;6956;25;0,00359401955146636;139,447598129344;1,5814571793074
0,65;6926;26;0,00375397054576956;138,993749791364;1,5430217329872
0,7;6952;25;0,00359608745684695;141,148442398153;1,5138738224383
0,75;6913;18;0,00260378996094315;136,034670166468;1,50724346219
0,8;6978;13;0,00186299799369447;143,325195023523;1,7678891460421
0,85;6927;11;0,00158798902843944;141,859023597428;1,6780911368573
0,9;6953;17;0,00244498777506112;143,640682833726;1,6227717788416
0,95;6942;10;0,00144050705848459;145,823784747876;1,7674167421788
1;6928;8;0,00115473441108545;145,109149038856;1,7028018414379
