"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;5585;759;0,135899731423456;70,8879669805196;1,1936249902273
0,1;5541;384;0,0693015701136979;75,0922296150379;0,95711552319644
0,15;5582;258;0,0462199928341096;88,3547301384766;0,97325556519508
0,2;5533;165;0,0298210735586481;96,5537894127034;1,1269466841002
0,25;5558;109;0,0196113709967614;98,5627873490977;1,2031898513794
0,3;5547;91;0,0164052641067244;102,462013033596;1,2594905658077
0,35;5572;86;0,0154343144292893;99,104287865675;1,1661695580683
0,4;5577;68;0,0121929352698583;100,904236785571;1,1521877145118
0,45;5548;58;0,0104542177361211;100,419760750778;1,1894710101949
0,5;5538;60;0,0108342361863489;100,422508018015;1,0916548778057
0,55;5547;51;0,0091941590048675;100,660296481569;1,1006336682351
0,6;5539;46;0,00830474814948547;101,595854318261;1,1149509169792
0,65;5570;35;0,00628366247755835;106,216515432184;1,2625605859508
0,7;5542;32;0,00577408877661494;104,964783311018;1,328747081926
0,75;5556;36;0,00647948164146868;100,622823956945;1,0907936534493
0,8;5546;24;0,00432744320230797;104,872929828933;1,3456738424547
0,85;5555;27;0,00486048604860486;106,478135551467;1,2447011541027
0,9;5544;31;0,00559163059163059;105,074338338985;1,2126570370577
0,95;5533;18;0,00325320802457979;112,430150287645;1,448938823449
1;5532;17;0,00307302964569776;110,388899832231;1,4389309152085
