"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;9;237
2;2;13;339
3;3;12;276
4;4;12;276
5;5;14;327
6;6;15;375
7;7;15;405
8;8;14;327
9;9;13;309
10;10;12;291
11;11;15;375
12;12;15;405
13;13;12;291
14;14;16;363
15;15;12;291
16;16;15;375
17;17;17;441
18;18;13;309
19;19;14;327
20;20;14;327
21;21;15;375
22;22;16;423
23;23;13;309
24;24;14;327
25;25;15;345
26;26;14;357
27;27;14;387
28;28;14;327
29;29;15;345
30;30;13;309
31;31;15;375
32;32;14;387
33;33;12;291
34;34;15;345
35;35;13;309
36;36;15;375
37;37;16;423
38;38;13;309
39;39;13;309
40;40;14;327
41;41;15;375
42;42;16;423
43;43;13;309
44;44;12;291
45;45;14;327
46;46;15;375
47;47;16;423
48;48;14;327
49;49;14;327
50;50;13;309
51;51;16;393
52;52;14;387
53;53;13;309
54;54;13;309
55;55;15;345
56;56;15;375
57;57;15;405
58;58;14;327
59;59;14;327
60;60;11;273
61;61;15;375
62;62;17;441
63;63;13;309
64;64;14;327
65;65;12;291
66;66;15;375
67;67;16;423
68;68;14;327
69;69;14;327
70;70;13;309
71;71;16;393
72;72;16;423
73;73;13;309
74;74;13;309
75;75;13;309
76;76;15;375
77;77;14;387
78;78;14;327
79;79;13;309
80;80;14;327
81;81;15;375
82;82;16;423
83;83;14;327
84;84;13;309
85;85;15;345
86;86;14;357
87;87;15;405
88;88;15;345
89;89;13;309
90;90;13;309
91;91;13;339
92;92;16;423
93;93;13;309
94;94;13;309
95;95;13;309
96;96;13;339
97;97;17;441
98;98;14;327
99;99;15;345
100;100;13;309
101;101;15;375
102;102;16;423
103;103;13;309
104;104;14;327
105;105;12;291
106;106;14;357
107;107;16;423
108;108;12;291
109;109;13;309
110;110;14;327
111;111;13;339
112;112;16;423
113;113;14;327
114;114;12;291
115;115;13;309
116;116;15;375
117;117;14;387
118;118;13;309
119;119;14;327
120;120;12;291
121;121;15;375
122;122;15;405
123;123;14;327
124;124;15;345
125;125;14;327
126;126;15;375
127;127;14;387
128;128;13;309
129;129;13;309
130;130;12;291
131;131;14;357
132;132;16;423
133;133;14;327
134;134;13;309
135;135;15;345
136;136;15;375
137;137;16;423
138;138;14;327
139;139;14;327
140;140;14;327
141;141;15;375
142;142;14;387
143;143;13;309
144;144;13;309
145;145;12;291
146;146;16;393
147;147;15;405
148;148;13;309
149;149;14;327
150;150;13;309
151;151;15;375
152;152;15;405
153;153;13;309
154;154;14;327
155;155;12;291
156;156;15;375
157;157;14;387
158;158;14;327
159;159;13;309
160;160;14;327
161;161;13;339
162;162;17;441
163;163;12;291
164;164;14;327
165;165;13;309
166;166;15;375
167;167;15;405
168;168;14;327
169;169;15;345
170;170;13;309
171;171;17;411
172;172;15;405
173;173;13;309
174;174;13;309
175;175;14;327
176;176;13;339
177;177;15;405
178;178;14;327
179;179;13;309
180;180;13;309
181;181;14;357
182;182;18;459
183;183;14;327
184;184;11;273
185;185;14;327
186;186;15;375
187;187;16;423
188;188;12;291
189;189;13;309
190;190;14;327
191;191;15;375
192;192;14;387
193;193;15;345
194;194;14;327
195;195;13;309
196;196;16;393
197;197;15;405
198;198;12;291
199;199;13;309
200;200;13;309
201;201;15;375
202;202;15;405
203;203;14;327
204;204;14;327
205;205;14;327
206;206;13;339
207;207;15;405
208;208;12;291
