"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;17;531
2;2;21;498
3;3;22;531
4;4;22;531
5;5;24;597
6;6;27;741
7;7;23;549
8;8;24;567
9;9;22;531
10;10;26;633
11;11;25;705
12;12;23;549
13;13;24;567
14;14;22;531
15;15;26;633
16;16;26;723
17;17;24;567
18;18;23;549
19;19;23;549
20;20;24;597
21;21;26;723
22;22;23;549
23;23;22;531
24;24;23;549
25;25;24;597
26;26;27;741
27;27;23;549
28;28;24;567
29;29;25;585
30;30;24;597
31;31;28;759
32;32;23;549
33;33;24;567
34;34;23;549
35;35;24;597
36;36;27;741
37;37;22;531
38;38;24;567
39;39;22;531
40;40;24;597
41;41;26;723
42;42;22;531
43;43;24;567
44;44;23;549
45;45;22;561
46;46;27;741
47;47;24;567
48;48;24;567
49;49;23;549
50;50;26;633
51;51;26;723
52;52;23;549
53;53;22;531
54;54;23;549
55;55;24;597
56;56;26;723
57;57;23;549
58;58;22;531
59;59;24;567
60;60;25;615
61;61;27;741
62;62;21;513
63;63;24;567
64;64;25;585
65;65;24;597
66;66;27;741
67;67;22;531
68;68;22;531
69;69;25;585
70;70;21;543
71;71;31;813
72;72;24;567
73;73;24;567
74;74;24;567
75;75;22;561
76;76;28;759
77;77;24;567
78;78;23;549
79;79;26;603
80;80;24;597
81;81;26;723
82;82;22;531
83;83;25;585
84;84;23;549
85;85;25;615
86;86;26;723
87;87;24;567
88;88;24;567
89;89;23;549
90;90;24;597
91;91;28;759
92;92;24;567
93;93;22;531
94;94;25;585
95;95;24;597
96;96;26;723
97;97;23;549
98;98;21;513
99;99;25;585
100;100;24;597
101;101;28;759
102;102;25;585
103;103;22;531
104;104;23;549
105;105;23;579
106;106;28;759
107;107;24;567
108;108;23;549
109;109;22;531
110;110;25;615
111;111;27;741
112;112;22;531
113;113;24;567
114;114;21;513
115;115;25;615
116;116;27;741
117;117;25;585
118;118;25;585
119;119;22;531
120;120;24;597
121;121;28;759
122;122;22;531
123;123;23;549
124;124;25;585
125;125;23;579
126;126;26;723
127;127;25;585
128;128;23;549
129;129;24;567
130;130;21;543
131;131;27;741
132;132;23;549
133;133;22;531
134;134;23;549
135;135;28;669
136;136;26;723
137;137;27;621
138;138;22;531
139;139;23;549
140;140;25;615
141;141;26;723
142;142;25;585
143;143;23;549
144;144;24;567
145;145;23;579
146;146;28;759
147;147;23;549
148;148;23;549
149;149;24;567
150;150;23;579
151;151;27;741
152;152;25;585
153;153;24;567
154;154;26;603
155;155;24;597
156;156;26;723
157;157;24;567
158;158;23;549
159;159;23;549
160;160;24;597
161;161;26;723
162;162;23;549
163;163;26;603
164;164;23;549
165;165;25;615
166;166;29;777
167;167;24;567
168;168;21;513
169;169;23;549
170;170;25;615
171;171;26;723
172;172;28;639
173;173;21;513
174;174;24;567
175;175;25;615
176;176;28;759
177;177;25;585
178;178;21;513
179;179;22;531
180;180;25;615
181;181;28;759
182;182;21;513
183;183;24;567
184;184;22;531
185;185;26;633
186;186;27;741
187;187;23;549
188;188;23;549
189;189;26;603
190;190;23;579
191;191;28;759
192;192;24;567
193;193;22;531
194;194;21;513
195;195;25;615
196;196;27;741
197;197;23;549
198;198;23;549
199;199;25;585
200;200;23;579
201;201;27;741
202;202;24;567
203;203;22;531
204;204;23;549
205;205;24;597
206;206;27;741
207;207;22;531
208;208;25;585
209;209;24;567
210;210;25;615
211;211;26;723
212;212;23;549
213;213;23;549
214;214;23;549
215;215;25;615
216;216;29;777
217;217;22;531
218;218;22;531
219;219;23;549
220;220;25;615
221;221;26;723
222;222;24;567
223;223;23;549
224;224;24;567
225;225;25;615
226;226;25;705
227;227;23;549
228;228;24;567
229;229;23;549
230;230;24;597
231;231;29;777
232;232;23;549
233;233;22;531
234;234;25;585
235;235;27;651
236;236;25;705
237;237;24;567
238;238;22;531
239;239;24;567
240;240;22;561
241;241;28;759
242;242;25;585
243;243;22;531
244;244;25;585
245;245;27;651
246;246;26;723
247;247;23;549
248;248;22;531
249;249;24;567
250;250;25;615
251;251;29;777
252;252;24;567
253;253;23;549
254;254;22;531
255;255;22;561
256;256;28;759
257;257;22;531
258;258;21;513
259;259;24;567
260;260;23;579
261;261;27;741
262;262;25;585
263;263;25;585
264;264;22;531
265;265;24;597
266;266;28;759
267;267;24;567
268;268;23;549
269;269;22;531
270;270;25;615
271;271;29;777
272;272;25;585
273;273;22;531
274;274;22;531
275;275;25;615
276;276;24;687
277;277;24;567
278;278;23;549
279;279;23;549
280;280;24;597
281;281;27;741
282;282;22;531
