"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;11;348
2;2;18;444
3;3;24;567
4;4;24;567
5;5;24;567
6;6;27;741
7;7;24;567
8;8;24;567
9;9;24;567
10;10;23;549
11;11;29;777
12;12;24;567
13;13;23;549
14;14;24;567
15;15;25;585
16;16;26;723
17;17;26;603
18;18;24;567
19;19;23;549
20;20;23;549
21;21;27;741
22;22;22;531
23;23;23;549
24;24;23;549
25;25;24;567
26;26;26;723
27;27;21;513
28;28;24;567
29;29;21;513
30;30;22;531
31;31;29;777
32;32;21;513
33;33;24;567
34;34;23;549
35;35;23;549
36;36;28;759
37;37;22;531
38;38;24;567
39;39;23;549
40;40;23;549
41;41;28;759
42;42;21;513
43;43;23;549
44;44;24;567
45;45;23;549
46;46;28;759
47;47;22;531
48;48;23;549
49;49;24;567
50;50;23;549
51;51;29;777
52;52;23;549
53;53;23;549
54;54;22;531
55;55;23;549
56;56;26;723
57;57;21;513
58;58;23;549
59;59;25;585
60;60;23;549
61;61;28;759
62;62;25;585
63;63;23;549
64;64;24;567
65;65;21;513
66;66;27;741
67;67;24;567
68;68;22;531
69;69;23;549
70;70;23;549
71;71;27;741
72;72;26;603
73;73;23;549
74;74;23;549
75;75;23;549
76;76;26;723
77;77;26;603
78;78;23;549
79;79;26;603
80;80;22;531
81;81;27;741
82;82;22;531
83;83;22;531
84;84;21;513
85;85;23;549
86;86;28;759
87;87;23;549
88;88;23;549
89;89;22;531
90;90;24;567
91;91;27;741
92;92;23;549
93;93;23;549
94;94;23;549
95;95;23;549
96;96;28;759
97;97;22;531
98;98;24;567
99;99;23;549
100;100;23;549
101;101;28;759
102;102;24;567
103;103;24;567
104;104;22;531
105;105;25;585
106;106;28;759
107;107;21;513
108;108;23;549
109;109;24;567
110;110;24;567
111;111;26;723
112;112;24;567
113;113;24;567
114;114;24;567
115;115;23;549
116;116;27;741
117;117;26;603
118;118;22;531
119;119;25;585
120;120;23;549
121;121;27;741
122;122;25;585
123;123;23;549
124;124;21;513
125;125;25;585
126;126;24;687
127;127;24;567
128;128;24;567
129;129;24;567
130;130;23;549
131;131;28;759
132;132;24;567
133;133;24;567
134;134;22;531
135;135;24;567
136;136;27;741
137;137;25;585
138;138;24;567
139;139;23;549
140;140;22;531
141;141;28;759
142;142;21;513
143;143;24;567
144;144;24;567
