"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;13;354
2;2;23;594
3;3;26;618
4;4;23;564
5;5;28;654
6;6;29;732
7;7;27;696
8;8;28;654
9;9;27;636
10;10;27;636
11;11;28;714
12;12;30;750
13;13;28;654
14;14;26;618
15;15;27;636
16;16;31;768
17;17;29;732
18;18;30;690
19;19;25;600
20;20;28;654
21;21;30;750
22;22;28;714
23;23;27;636
24;24;29;672
25;25;27;636
26;26;29;732
27;27;31;768
28;28;27;636
29;29;25;600
30;30;28;654
31;31;30;750
32;32;26;678
33;33;26;618
34;34;26;618
35;35;28;654
36;36;27;696
37;37;28;714
38;38;26;618
39;39;26;618
40;40;30;690
41;41;30;750
42;42;30;750
43;43;27;636
44;44;28;654
45;45;25;600
46;46;29;732
47;47;31;768
48;48;26;618
49;49;28;654
50;50;25;600
51;51;28;714
52;52;29;732
53;53;28;654
54;54;26;618
55;55;29;672
56;56;27;696
57;57;33;804
58;58;28;654
59;59;27;636
60;60;26;618
61;61;31;768
62;62;30;750
63;63;31;708
64;64;26;618
65;65;28;654
66;66;28;714
67;67;28;714
68;68;29;672
69;69;27;636
70;70;28;654
71;71;27;696
72;72;28;714
73;73;28;654
74;74;26;618
75;75;27;636
76;76;28;714
77;77;30;750
78;78;27;636
79;79;28;654
80;80;29;672
81;81;30;750
82;82;27;696
83;83;28;654
84;84;25;600
85;85;30;690
86;86;25;660
87;87;31;768
88;88;25;600
89;89;29;672
90;90;27;636
91;91;30;750
92;92;28;714
93;93;27;636
94;94;26;618
95;95;26;618
96;96;32;786
97;97;27;696
98;98;27;636
99;99;29;672
100;100;26;618
101;101;29;732
102;102;28;714
103;103;27;636
104;104;30;690
105;105;25;600
106;106;30;750
107;107;29;732
108;108;28;654
109;109;27;636
110;110;25;600
111;111;29;732
112;112;32;786
113;113;27;636
114;114;28;654
115;115;27;636
116;116;28;714
117;117;30;750
118;118;28;654
119;119;25;600
120;120;26;618
121;121;30;750
122;122;28;714
123;123;27;636
124;124;27;636
125;125;26;618
126;126;30;750
127;127;30;750
128;128;29;672
129;129;24;582
130;130;27;636
131;131;31;768
132;132;30;750
133;133;28;654
134;134;26;618
135;135;27;636
136;136;31;768
137;137;29;732
138;138;30;690
139;139;25;600
140;140;27;636
141;141;30;750
142;142;29;732
143;143;31;708
144;144;23;564
145;145;28;654
146;146;28;714
147;147;27;696
148;148;29;672
149;149;23;564
150;150;29;672
151;151;31;768
152;152;28;714
153;153;30;690
154;154;27;636
155;155;27;636
156;156;28;714
157;157;30;750
158;158;24;582
159;159;28;654
160;160;27;636
161;161;33;804
162;162;30;750
163;163;30;690
164;164;27;636
165;165;26;618
166;166;28;714
167;167;30;750
168;168;28;654
169;169;29;672
170;170;25;600
171;171;31;768
172;172;26;678
173;173;27;636
174;174;28;654
175;175;29;672
176;176;25;660
177;177;28;714
178;178;27;636
179;179;28;654
180;180;27;636
181;181;29;732
182;182;27;696
183;183;29;672
184;184;29;672
185;185;27;636
186;186;30;750
187;187;28;714
188;188;27;636
189;189;29;672
190;190;29;672
191;191;29;732
192;192;30;750
193;193;24;582
194;194;27;636
195;195;29;672
196;196;29;732
197;197;30;750
198;198;24;582
199;199;26;618
200;200;27;636
201;201;27;696
202;202;32;786
203;203;29;672
204;204;25;600
205;205;27;636
206;206;28;714
207;207;30;750
208;208;24;582
209;209;28;654
210;210;26;618
211;211;30;750
212;212;30;750
213;213;27;636
214;214;26;618
215;215;28;654
216;216;28;714
217;217;30;750
218;218;26;618
219;219;26;618
220;220;28;654
221;221;31;768
222;222;29;732
223;223;23;564
224;224;28;654
225;225;30;690
226;226;30;750
227;227;28;714
228;228;24;582
229;229;29;672
230;230;28;654
231;231;29;732
232;232;27;696
233;233;27;636
234;234;28;654
235;235;29;672
236;236;30;750
237;237;30;750
238;238;25;600
239;239;27;636
240;240;28;654
241;241;28;714
242;242;31;768
243;243;25;600
244;244;28;654
245;245;29;672
246;246;27;696
247;247;29;732
248;248;28;654
249;249;26;618
250;250;27;636
251;251;30;750
252;252;29;732
253;253;28;654
254;254;27;636
255;255;30;690
256;256;28;714
257;257;28;714
258;258;29;672
259;259;27;636
260;260;27;636
261;261;27;696
262;262;30;750
263;263;25;600
264;264;28;654
265;265;26;618
266;266;29;732
267;267;28;714
268;268;28;654
269;269;27;636
270;270;26;618
271;271;30;750
272;272;30;750
273;273;27;636
274;274;28;654
275;275;26;618
276;276;28;714
277;277;29;732
278;278;27;636
279;279;27;636
280;280;25;600
281;281;32;786
282;282;31;768
283;283;27;636
284;284;30;690
285;285;25;600
286;286;29;732
287;287;30;750
288;288;28;654
289;289;28;654
290;290;25;600
291;291;29;732
292;292;29;732
293;293;26;618
294;294;26;618
295;295;28;654
296;296;30;750
297;297;30;750
298;298;27;636
299;299;28;654
300;300;28;654
301;301;27;696
302;302;29;732
303;303;27;636
304;304;27;636
305;305;27;636
306;306;27;696
307;307;31;768
308;308;26;618
309;309;25;600
310;310;27;636
311;311;31;768
312;312;29;732
313;313;27;636
314;314;27;636
315;315;26;618
316;316;29;732
317;317;29;732
318;318;27;636
319;319;25;600
320;320;29;672
321;321;28;714
322;322;30;750
323;323;27;636
324;324;27;636
325;325;28;654
326;326;29;732
327;327;29;732
328;328;28;654
329;329;27;636
330;330;31;708
331;331;28;714
332;332;32;786
333;333;27;636
334;334;27;636
335;335;27;636
336;336;30;750
337;337;31;768
338;338;26;618
339;339;28;654
340;340;28;654
341;341;28;714
342;342;32;786
343;343;27;636
344;344;29;672
345;345;27;636
346;346;30;750
347;347;28;714
348;348;30;690
349;349;27;636
350;350;25;600
351;351;30;750
352;352;31;768
353;353;30;690
354;354;26;618
355;355;27;636
356;356;27;696
357;357;31;768
358;358;26;618
359;359;27;636
360;360;29;672
361;361;27;696
362;362;28;714
363;363;29;672
364;364;27;636
365;365;26;618
366;366;29;732
367;367;31;768
368;368;28;654
369;369;23;564
370;370;26;618
371;371;29;732
372;372;27;696
373;373;26;618
374;374;30;690
375;375;28;654
376;376;29;732
377;377;31;768
378;378;25;600
379;379;27;636
380;380;29;672
381;381;29;732
382;382;30;750
383;383;30;690
384;384;26;618
385;385;27;636
386;386;29;732
387;387;31;768
388;388;26;618
389;389;26;618
390;390;27;636
391;391;30;750
392;392;26;678
393;393;29;672
394;394;24;582
395;395;27;636
396;396;27;696
397;397;30;750
398;398;27;636
399;399;27;636
400;400;26;618
401;401;29;732
402;402;30;750
403;403;27;636
404;404;27;636
405;405;28;654
406;406;32;786
407;407;30;750
408;408;25;600
409;409;27;636
410;410;28;654
411;411;27;696
412;412;29;732
413;413;26;618
414;414;26;618
415;415;27;636
416;416;30;750
417;417;30;750
418;418;28;654
419;419;26;618
420;420;28;654
421;421;30;750
422;422;29;732
423;423;29;672
424;424;26;618
425;425;24;582
426;426;29;732
427;427;28;714
428;428;28;654
429;429;27;636
430;430;28;654
431;431;29;732
432;432;29;732
433;433;28;654
434;434;29;672
435;435;25;600
436;436;28;714
437;437;28;714
438;438;27;636
439;439;29;672
440;440;26;618
441;441;31;768
442;442;31;768
443;443;23;564
444;444;28;654
445;445;28;654
446;446;29;732
447;447;27;696
448;448;26;618
449;449;28;654
450;450;28;654
451;451;26;678
452;452;31;768
453;453;27;636
454;454;25;600
455;455;26;618
456;456;29;732
457;457;28;714
458;458;27;636
459;459;28;654
460;460;27;636
461;461;31;768
462;462;28;714
463;463;26;618
464;464;28;654
465;465;27;636
466;466;27;696
467;467;29;732
468;468;26;618
469;469;26;618
470;470;26;618
471;471;29;732
472;472;30;750
473;473;26;618
474;474;26;618
475;475;27;636
476;476;29;732
477;477;28;714
478;478;27;636
479;479;28;654
480;480;27;636
481;481;29;732
482;482;27;696
483;483;29;672
484;484;26;618
485;485;27;636
486;486;28;714
487;487;31;768
488;488;25;600
489;489;28;654
490;490;26;618
491;491;29;732
492;492;31;768
493;493;26;618
494;494;29;672
495;495;27;636
496;496;26;678
497;497;29;732
498;498;28;654
499;499;25;600
500;500;26;618
501;501;29;732
502;502;29;732
503;503;29;672
504;504;25;600
505;505;26;618
506;506;31;768
507;507;29;732
508;508;24;582
509;509;27;636
510;510;29;672
511;511;29;732
512;512;30;750
513;513;26;618
514;514;25;600
515;515;28;654
516;516;29;732
517;517;28;714
518;518;28;654
519;519;28;654
520;520;28;654
521;521;29;732
522;522;29;732
523;523;27;636
524;524;27;636
525;525;28;654
526;526;30;750
527;527;28;714
528;528;27;636
529;529;29;672
530;530;26;618
531;531;30;750
532;532;27;696
533;533;27;636
534;534;30;690
535;535;27;636
536;536;30;750
537;537;25;660
538;538;27;636
539;539;26;618
540;540;29;672
541;541;30;750
542;542;29;732
543;543;26;618
544;544;27;636
545;545;28;654
546;546;28;714
547;547;28;714
548;548;27;636
549;549;25;600
550;550;27;636
551;551;27;696
552;552;29;732
553;553;23;564
554;554;24;582
555;555;27;636
556;556;28;714
557;557;29;732
558;558;30;690
559;559;27;636
560;560;29;672
561;561;30;750
562;562;31;768
563;563;26;618
564;564;26;618
565;565;26;618
566;566;29;732
567;567;29;732
568;568;27;636
569;569;24;582
570;570;29;672
571;571;27;696
572;572;30;750
573;573;26;618
574;574;29;672
575;575;28;654
576;576;28;714
577;577;28;714
578;578;28;654
579;579;25;600
580;580;28;654
581;581;28;714
582;582;31;768
583;583;27;636
584;584;26;618
585;585;27;636
586;586;28;714
587;587;29;732
588;588;29;672
589;589;28;654
590;590;28;654
591;591;29;732
592;592;29;732
593;593;27;636
594;594;29;672
595;595;28;654
596;596;31;768
597;597;30;750
598;598;28;654
599;599;27;636
600;600;28;654
601;601;28;714
602;602;28;714
603;603;26;618
604;604;29;672
605;605;28;654
606;606;25;660
607;607;30;750
608;608;28;654
609;609;27;636
610;610;26;618
611;611;29;732
612;612;30;750
613;613;28;654
614;614;29;672
615;615;29;672
616;616;28;714
617;617;27;696
618;618;28;654
619;619;27;636
620;620;24;582
621;621;32;786
622;622;28;714
623;623;27;636
624;624;27;636
625;625;27;636
626;626;27;696
627;627;31;768
628;628;29;672
629;629;25;600
630;630;29;672
631;631;28;714
632;632;29;732
633;633;26;618
634;634;28;654
635;635;26;618
636;636;30;750
637;637;28;714
638;638;28;654
639;639;27;636
640;640;26;618
641;641;32;786
642;642;29;732
643;643;27;636
644;644;25;600
645;645;28;654
646;646;28;714
647;647;29;732
648;648;26;618
649;649;28;654
650;650;25;600
651;651;30;750
652;652;29;732
653;653;27;636
654;654;27;636
655;655;27;636
656;656;30;750
657;657;29;732
658;658;28;654
659;659;28;654
660;660;27;636
661;661;27;696
662;662;30;750
663;663;28;654
664;664;26;618
665;665;27;636
666;666;31;768
667;667;31;768
668;668;27;636
669;669;28;654
670;670;28;654
671;671;29;732
672;672;29;732
673;673;28;654
674;674;26;618
675;675;28;654
676;676;28;714
677;677;28;714
678;678;29;672
679;679;27;636
680;680;27;636
681;681;30;750
682;682;27;696
683;683;27;636
684;684;27;636
685;685;27;636
686;686;30;750
687;687;29;732
688;688;25;600
689;689;27;636
690;690;27;636
691;691;28;714
692;692;29;732
693;693;28;654
694;694;26;618
695;695;26;618
696;696;29;732
697;697;29;732
698;698;27;636
699;699;29;672
700;700;24;582
701;701;28;714
702;702;28;714
703;703;26;618
704;704;28;654
705;705;28;654
706;706;28;714
707;707;30;750
708;708;27;636
709;709;29;672
710;710;27;636
711;711;28;714
712;712;29;732
713;713;27;636
714;714;24;582
715;715;27;636
716;716;30;750
717;717;28;714
718;718;28;654
719;719;26;618
720;720;29;672
721;721;31;768
722;722;28;714
723;723;25;600
724;724;28;654
725;725;29;672
726;726;27;696
727;727;30;750
728;728;27;636
729;729;27;636
730;730;29;672
731;731;30;750
732;732;29;732
733;733;29;672
734;734;25;600
735;735;28;654
736;736;27;696
737;737;30;750
738;738;27;636
739;739;28;654
740;740;28;654
741;741;31;768
742;742;29;732
743;743;28;654
744;744;28;654
745;745;30;690
746;746;29;732
747;747;29;732
748;748;29;672
749;749;27;636
750;750;27;636
751;751;30;750
752;752;29;732
753;753;26;618
754;754;28;654
755;755;28;654
756;756;29;732
757;757;29;732
758;758;26;618
759;759;28;654
760;760;27;636
761;761;30;750
762;762;27;696
763;763;27;636
764;764;28;654
765;765;25;600
766;766;29;732
767;767;31;768
768;768;29;672
769;769;24;582
770;770;28;654
771;771;28;714
772;772;28;714
773;773;28;654
774;774;27;636
775;775;26;618
776;776;29;732
777;777;29;732
778;778;28;654
779;779;26;618
780;780;27;636
781;781;30;750
782;782;30;750
783;783;28;654
784;784;30;690
785;785;27;636
786;786;28;714
787;787;31;768
788;788;23;564
789;789;29;672
790;790;31;708
791;791;28;714
792;792;28;714
793;793;29;672
794;794;27;636
795;795;25;600
796;796;31;768
797;797;28;714
798;798;29;672
799;799;26;618
800;800;26;618
801;801;30;750
802;802;29;732
803;803;26;618
804;804;26;618
805;805;29;672
806;806;28;714
807;807;33;804
808;808;26;618
809;809;27;636
810;810;26;618
811;811;29;732
812;812;28;714
813;813;29;672
814;814;24;582
815;815;30;690
816;816;27;696
817;817;30;750
818;818;28;654
819;819;27;636
820;820;27;636
821;821;29;732
822;822;29;732
823;823;29;672
824;824;26;618
825;825;29;672
826;826;26;678
827;827;30;750
828;828;28;654
829;829;27;636
830;830;26;618
831;831;30;750
832;832;30;750
833;833;27;636
834;834;25;600
835;835;28;654
836;836;30;750
837;837;26;678
838;838;27;636
839;839;28;654
840;840;28;654
841;841;29;732
842;842;28;714
843;843;27;636
844;844;29;672
845;845;26;618
846;846;30;750
847;847;28;714
848;848;28;654
849;849;25;600
850;850;31;708
851;851;27;696
852;852;31;768
853;853;26;618
854;854;27;636
855;855;28;654
856;856;31;768
857;857;32;786
858;858;28;654
859;859;28;654
860;860;27;636
861;861;30;750
862;862;26;678
863;863;27;636
864;864;28;654
865;865;24;582
866;866;29;732
867;867;32;786
868;868;27;636
869;869;24;582
870;870;30;690
871;871;26;678
872;872;31;768
873;873;27;636
874;874;30;690
875;875;25;600
876;876;33;804
877;877;26;678
878;878;25;600
879;879;27;636
880;880;30;690
881;881;27;696
882;882;30;750
883;883;29;672
884;884;27;636
885;885;27;636
886;886;29;732
887;887;28;714
888;888;28;654
889;889;25;600
890;890;30;690
891;891;28;714
892;892;28;714
893;893;26;618
894;894;31;708
895;895;27;636
896;896;30;750
897;897;29;732
898;898;25;600
899;899;28;654
900;900;29;672
901;901;28;714
902;902;29;732
903;903;26;618
904;904;29;672
905;905;22;546
906;906;31;768
907;907;29;732
908;908;27;636
909;909;27;636
910;910;28;654
911;911;28;714
912;912;30;750
913;913;26;618
914;914;26;618
915;915;25;600
916;916;28;714
917;917;30;750
918;918;28;654
919;919;28;654
920;920;26;618
921;921;30;750
922;922;27;696
923;923;30;690
924;924;27;636
925;925;26;618
926;926;30;750
927;927;30;750
928;928;28;654
929;929;25;600
930;930;25;600
931;931;31;768
932;932;28;714
933;933;26;618
934;934;29;672
935;935;26;618
