"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;520;0;0;1,89991146797969;0,27936030459164
10;1375;0;0;6,55478582942182;0,63448361694022
15;1896;0;0;11,1074624230291;0,8176071948012
20;2750;0;0;18,2713395458643;1,0502605565032
25;3278;0;0;25,1679970317743;1,1665824625773
30;4174;0;0;33,0765650144976;1,3319966804911
35;4679;0;0;39,4106301843892;1,3738870253729
40;5556;0;0;48,5398563349547;1,5161753386149
45;6069;0;0;56,3911096021119;1,5691678840933
50;6929;0;0;65,2092670203091;1,6549884952159
