"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;504;70;0,138888888888889;0,732463313399647;0,15191928662168
10;1380;67;0,0485507246376812;0,887184402210399;0,14828068909584
15;1898;167;0,0879873551106428;2,02965642333423;0,36171982450676
20;2778;36;0,0129589632829374;0,770225265791559;0,097773930486565
25;3292;100;0,0303766707168894;1,60792688558756;0,24202212754581
30;4153;31;0,00746448350589935;1,11120180894488;0,11431645328405
35;4670;41;0,00877944325481799;1,34873757342458;0,12290181579038
40;5556;97;0,0174586033117351;2,10889896277993;0,26813784422875
45;6074;101;0,0166282515640435;2,04724654210834;0,24822585287568
50;6960;106;0,0152298850574713;2,16998248423745;0,23243942611951
