"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;527;47;0,0891840607210626;0,584308717743681;0,1099460134771
10;1384;84;0,0606936416184971;1,07916294434891;0,19208740823111
15;1911;69;0,0361067503924647;1,16913116489749;0,17419751402997
20;2779;40;0,0143936667866139;1,11831312465133;0,12400912598119
25;3271;64;0,0195658819932742;1,46466909811009;0,17058978445247
30;4137;27;0,00652646845540247;1,25776458890643;0,099515451613076
35;4656;57;0,0122422680412371;1,67458560613899;0,17050184704227
40;5555;67;0,0120612061206121;1,82754231823351;0,20079110736244
45;6082;69;0,0113449523183163;1,95325289796913;0,19212766828421
50;6960;17;0,00244252873563218;1,67884212946217;0,10352288343146
