"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;522;53;0,101532567049808;0,422027082530336;0,11077987371805
10;1385;84;0,0606498194945848;0,701854482390003;0,18216617136834
15;1908;101;0,0529350104821803;1,02987098709343;0,23217691089565
20;2789;168;0,060236643958408;1,55589877827255;0,35962869254478
25;3320;32;0,00963855421686747;0,544138388899022;0,081036097345369
30;4168;69;0,0165547024952015;0,931792608969742;0,16945377119705
35;4701;95;0,0202084662837694;1,18899868022332;0,22619684749688
40;5556;94;0,0169186465082793;1,38157383889333;0,22029519252693
45;6048;128;0,0211640211640212;1,73422568550562;0,29046445889654
50;6908;57;0,0082513028372901;1,10793152541763;0,14844162633651
