"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;519;85;0,163776493256262;0,704516970646659;0,17526059871335
10;1399;131;0,093638313080772;1,17600835623218;0,28007391673682
15;1904;96;0,0504201680672269;1,18566038105637;0,22061336545838
20;2778;112;0,0403167746580274;1,37798376626817;0,25314156606862
25;3303;51;0,0154405086285195;0,916694711621648;0,13132703531574
30;4173;65;0,0155763239875389;1,13474919635087;0,15990323653589
35;4658;107;0,0229712322885359;1,70329315882052;0,27028433495766
40;5557;47;0,00845780097174735;1,14156400851755;0,13687008346682
45;6073;106;0,0174543059443438;1,74238754644311;0,24865245486476
50;6963;43;0,00617549906649433;1,26511943737672;0,12907303277013
