"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;521;404;0,775431861804223;3,82077980165272;0,76886641631302
10;1393;343;0,246231155778894;10,838078005599;0,95920508831182
15;1890;263;0,139153439153439;15,191552333028;1,0219670444983
20;2781;201;0,0722761596548004;23,3703349011381;1,105938700212
25;3308;180;0,0544135429262394;35,2890155759755;1,1990827361467
30;4170;100;0,0239808153477218;53,7804914421008;1,2917239557938
35;4691;79;0,0168407589000213;66,4873835092663;1,3195485547528
40;5588;31;0,00554760200429492;85,7665137702882;1,3266384059477
45;6059;13;0,00214556857567255;98,3229165074437;1,1495094655228
50;6940;7;0,00100864553314121;116,34756601623;0,89795900882825
