"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;527;181;0,343453510436433;6,28663696458558;0,58584215474105
10;1378;161;0,116835994194485;11,7525027794483;0,7371350987776
15;1901;146;0,076801683324566;14,837937885055;0,7928854658265
20;2769;112;0,0404478150957024;26,175439149309;0,95130218860737
25;3309;85;0,0256875188878815;40,3638363667816;1,0768871510538
30;4181;18;0,00430519014589811;87,2177166093707;1,1643344052922
35;4698;5;0,00106428267347808;110,642354423227;0,85321979400306
40;5537;4;0,000722412858948889;136,752128577132;0,45737745352576
45;6084;3;0,000493096646942801;154,364885175668;0,34861716430807
50;6947;5;0,000719735137469411;180,536591608751;0,29406200605899
