"network_size";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
5;520;0;0;2,30194004999547;0,4555977644195
10;1387;0;0;7,0536097249248;1,0656944743405
15;1909;0;0;10,8855435964626;1,3252365197546
20;2770;0;0;16,9264239451111;1,5337240919407
25;3303;0;0;21,7960070002239;1,6812376551591
30;4172;0;0;28,2193741401268;1,7673055683695
35;4675;0;0;33,4465215493443;1,7818141380789
40;5559;0;0;41,0173220848078;1,846494174434
45;6046;0;0;47,1854216357498;1,8795976247249
50;6938;0;0;55,5687498367561;1,9032793460982
