"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;58;2729
2;2;99;4843
3;3;91;3803
4;4;41;1705
5;5;33;1757
6;6;37;1710
7;7;58;2186
8;8;73;2744
9;9;63;2408
10;10;26;1156
11;11;18;864
12;12;49;1909
13;13;76;3154
14;14;99;4380
15;15;58;2844
16;16;37;2090
17;17;39;1808
18;18;69;2894
19;19;79;3148
20;20;60;2261
21;21;26;1158
22;22;19;912
23;23;50;1974
24;24;66;2460
25;25;81;3246
26;26;50;2287
27;27;43;2431
28;28;52;2709
29;29;78;3509
30;30;78;3126
31;31;66;2714
32;32;25;1111
33;33;17;816
34;34;51;2011
35;35;67;2531
36;36;75;2783
37;37;41;1662
38;38;27;1377
39;39;46;2299
40;40;84;3891
41;41;94;4196
42;42;80;3568
43;43;32;1562
44;44;19;912
45;45;50;1976
46;46;66;2478
47;47;70;2567
48;48;43;1760
49;49;21;992
50;50;30;1261
51;51;64;2490
52;52;93;4136
53;53;86;4076
54;54;41;2176
55;55;41;2399
56;56;55;2345
57;57;67;2506
58;58;76;2835
59;59;41;1674
60;60;20;943
61;61;33;1394
62;62;58;2190
63;63;75;2901
64;64;79;3560
65;65;43;2378
66;66;40;2322
67;67;63;2844
68;68;79;3381
69;69;76;2882
70;70;42;1712
71;71;19;899
72;72;34;1453
73;73;60;2278
74;74;74;2782
75;75;63;2403
76;76;36;1803
77;77;42;2465
78;78;75;3702
79;79;80;3371
80;80;91;3871
81;81;44;1919
82;82;22;1039
83;83;33;1400
84;84;59;2243
85;85;70;2593
86;86;58;2178
87;87;26;1157
88;88;27;1463
89;89;68;3227
90;90;90;4096
91;91;85;3520
92;92;60;2974
93;93;28;1453
94;94;30;1255
95;95;59;2252
96;96;73;2719
97;97;61;2299
98;98;26;1159
99;99;20;960
100;100;62;2772
101;101;88;3978
102;102;91;3885
103;103;48;2188
104;104;25;1265
105;105;55;2855
106;106;65;2645
107;107;70;2594
108;108;62;2365
109;109;25;1114
110;110;21;1008
111;111;52;2043
112;112;66;2491
113;113;95;4249
114;114;64;3157
115;115;25;1286
116;116;46;2333
117;117;71;3058
118;118;82;3365
119;119;64;2545
120;120;25;1108
121;121;21;1008
122;122;52;2054
123;123;65;2427
124;124;74;2778
125;125;59;2915
126;126;45;2579
127;127;44;2176
128;128;69;2898
129;129;79;3232
130;130;64;2557
131;131;37;1883
132;132;20;997
133;133;49;1924
134;134;68;2573
135;135;74;2741
136;136;37;1475
137;137;36;1976
138;138;59;3215
139;139;74;3204
140;140;82;3399
141;141;68;2853
142;142;28;1255
143;143;31;1682
144;144;56;2349
145;145;67;2524
146;146;76;2826
147;147;39;1572
148;148;22;1040
149;149;35;1532
150;150;80;3719
151;151;90;3937
152;152;72;3045
153;153;42;2218
154;154;24;1244
155;155;50;1959
156;156;74;3002
157;157;80;3161
158;158;41;1658
159;159;20;945
160;160;35;1507
161;161;61;2375
162;162;81;3316
163;163;77;3388
164;164;54;3022
165;165;35;1958
166;166;53;2246
167;167;68;2584
168;168;81;3235
169;169;47;2126
170;170;20;945
171;171;32;1352
172;172;61;2355
173;173;72;2668
174;174;69;2852
175;175;34;1683
176;176;31;1778
177;177;88;4600
178;178;73;2957
179;179;73;2694
180;180;50;2309
181;181;26;1337
182;182;31;1308
183;183;60;2277
184;184;70;2593
185;185;62;2358
186;186;33;1646
187;187;25;1335
188;188;60;2636
189;189;92;4255
190;190;94;4157
191;191;43;1861
192;192;31;1682
193;193;36;1609
194;194;62;2380
195;195;69;2562
196;196;62;2366
197;197;27;1208
198;198;24;1240
199;199;61;2676
200;200;66;2475
201;201;88;3688
202;202;69;3578
203;203;37;2079
204;204;41;1978
205;205;65;2644
206;206;71;2660
207;207;63;2391
208;208;25;1113
209;209;18;864
210;210;51;2027
211;211;71;2847
212;212;85;3437
213;213;50;2306
214;214;49;2935
215;215;51;2615
216;216;67;2755
217;217;80;3247
218;218;65;2568
219;219;24;1061
220;220;23;1104
221;221;46;1769
222;222;66;2490
223;223;72;2633
224;224;48;2210
225;225;33;1870
226;226;56;3010
227;227;82;3787
228;228;80;3195
229;229;70;2943
230;230;28;1276
231;231;18;864
232;232;49;1932
233;233;67;2532
234;234;77;2884
235;235;42;1789
236;236;32;1699
237;237;38;1774
238;238;85;3949
239;239;96;4393
240;240;65;2592
241;241;34;1669
242;242;28;1522
243;243;51;2008
244;244;67;2525
245;245;75;2781
246;246;39;1570
247;247;23;1193
248;248;41;1985
249;249;60;2287
250;250;71;2694
251;251;93;4471
252;252;53;2966
253;253;21;1008
254;254;56;2427
255;255;72;2927
256;256;74;2734
257;257;36;1424
258;258;21;994
259;259;32;1359
260;260;68;2853
261;261;78;3102
262;262;60;2321
263;263;52;2935
264;264;46;2756
265;265;55;2331
266;266;76;3182
267;267;80;3106
268;268;39;1572
