"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;48;2025
2;2;79;3725
3;3;64;3013
4;4;47;2118
5;5;21;994
6;6;35;1452
7;7;67;2545
8;8;46;1817
9;9;46;1820
10;10;27;1174
11;11;20;960
12;12;57;2208
13;13;66;2747
14;14;59;2663
15;15;61;3083
16;16;35;1952
17;17;39;1698
18;18;66;2505
19;19;46;1807
20;20;49;1956
21;21;29;1272
22;22;19;912
23;23;52;1983
24;24;60;2312
25;25;45;1752
26;26;48;2165
27;27;34;1846
28;28;56;2865
29;29;80;3462
30;30;55;2391
31;31;47;1873
32;32;28;1224
33;33;22;1056
34;34;55;2119
35;35;58;2231
36;36;46;1802
37;37;40;1645
38;38;33;1768
39;39;48;2289
40;40;71;2893
41;41;54;2366
42;42;66;3151
43;43;33;1536
44;44;21;1008
45;45;55;2111
46;46;61;2349
47;47;47;1850
48;48;37;1487
49;49;20;946
50;50;40;1772
51;51;76;3163
52;52;52;2225
53;53;64;3040
54;54;44;2266
55;55;25;1358
56;56;56;2171
57;57;58;2212
58;58;46;1795
59;59;39;1596
60;60;22;1039
61;61;35;1445
62;62;66;2535
63;63;53;2354
64;64;56;2446
65;65;38;1882
66;66;29;1601
67;67;60;2494
68;68;67;2835
69;69;48;1953
70;70;42;1729
71;71;20;945
72;72;37;1546
73;73;67;2551
74;74;47;1903
75;75;54;2441
76;76;39;1944
77;77;31;1676
78;78;63;2736
79;79;59;2294
80;80;57;2496
81;81;45;2026
82;82;22;1040
83;83;37;1545
84;84;68;2591
85;85;47;1862
86;86;45;1775
87;87;36;1816
88;88;33;1803
89;89;63;2688
90;90;69;2910
91;91;54;2260
92;92;39;1581
93;93;21;1054
94;94;47;2219
95;95;68;2634
96;96;45;1779
97;97;45;1776
98;98;28;1229
99;99;30;1653
100;100;62;2549
101;101;66;2763
102;102;66;3052
103;103;45;1998
104;104;21;993
105;105;35;1443
106;106;73;2958
107;107;55;2395
108;108;47;1857
109;109;26;1124
110;110;19;912
111;111;61;2510
112;112;66;2761
113;113;53;2275
114;114;56;2720
115;115;28;1463
116;116;37;1553
117;117;65;2445
118;118;53;2283
119;119;54;2388
120;120;28;1220
121;121;19;912
122;122;57;2229
123;123;58;2203
124;124;48;1937
125;125;52;2418
126;126;29;1523
127;127;55;2832
128;128;72;2909
129;129;48;1921
130;130;55;2432
131;131;34;1623
132;132;23;1104
133;133;53;2022
134;134;58;2223
135;135;48;1901
136;136;46;2036
137;137;28;1514
138;138;40;1739
139;139;82;3583
140;140;58;2602
141;141;51;2118
142;142;38;1880
143;143;20;976
144;144;54;2072
145;145;57;2168
146;146;47;1854
147;147;40;1625
148;148;25;1242
149;149;47;2225
150;150;68;2635
151;151;51;2167
152;152;60;2770
153;153;47;2469
154;154;27;1466
155;155;57;2207
156;156;56;2111
157;157;48;1893
158;158;36;1440
159;159;20;945
160;160;41;1806
161;161;74;3075
162;162;48;1932
163;163;43;1685
164;164;40;2029
165;165;35;1984
166;166;66;2888
167;167;66;2735
168;168;47;1842
169;169;39;1584
170;170;23;1088
171;171;33;1350
172;172;66;2545
173;173;55;2452
174;174;49;1994
175;175;26;1131
176;176;22;1056
177;177;66;2853
178;178;75;3397
179;179;63;2944
180;180;39;1582
181;181;23;1090
182;182;36;1513
183;183;64;2392
184;184;46;1818
185;185;47;1933
186;186;39;1931
187;187;21;1057
188;188;58;2344
189;189;67;2866
190;190;65;3029
191;191;54;2610
192;192;22;1043
193;193;36;1503
194;194;65;2458
195;195;45;1760
196;196;47;1860
197;197;28;1223
198;198;29;1569
199;199;63;2627
200;200;57;2178
201;201;50;2005
202;202;59;2960
203;203;45;2631
204;204;33;1362
205;205;64;2408
206;206;46;1819
207;207;45;1787
208;208;29;1277
209;209;19;912
210;210;55;2132
211;211;66;2796
212;212;51;2136
213;213;41;1699
214;214;32;1785
215;215;56;2988
216;216;73;2957
217;217;47;1875
218;218;46;1815
219;219;25;1077
220;220;20;960
221;221;55;2122
222;222;58;2215
223;223;48;1938
224;224;50;2310
225;225;24;1200
226;226;44;2047
227;227;74;3102
228;228;65;3088
229;229;57;2529
230;230;29;1275
231;231;21;1008
232;232;55;2116
233;233;60;2309
234;234;45;1745
235;235;39;1657
236;236;33;1774
237;237;37;1579
