"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;59;2878
2;2;98;4515
3;3;49;2146
4;4;21;974
5;5;21;1008
6;6;26;1142
7;7;69;2582
8;8;61;2345
9;9;29;1254
10;10;18;864
11;11;23;1104
12;12;46;1787
13;13;94;4098
14;14;62;3075
15;15;34;1803
16;16;31;1708
17;17;26;1160
18;18;66;2441
19;19;61;2327
20;20;28;1216
21;21;22;1056
22;22;21;1008
23;23;48;1877
24;24;75;2793
25;25;50;2252
26;26;50;2899
27;27;30;1653
28;28;34;1636
29;29;79;3292
30;30;58;2173
31;31;30;1301
32;32;20;960
33;33;21;1008
34;34;46;1780
35;35;75;2800
36;36;42;1773
37;37;33;1759
38;38;18;913
39;39;37;1919
40;40;90;3965
41;41;65;2644
42;42;39;1922
43;43;18;864
44;44;21;1008
45;45;47;1835
46;46;75;2777
47;47;40;1607
48;48;20;930
49;49;29;1567
50;50;35;1703
51;51;73;2882
52;52;76;3347
53;53;38;1863
54;54;22;1077
55;55;31;1694
56;56;52;2157
57;57;73;2708
58;58;42;1691
59;59;22;1027
60;60;21;1049
61;61;35;1771
62;62;73;2820
63;63;62;2417
64;64;54;2837
65;65;29;1565
66;66;20;960
67;67;54;2291
68;68;82;3309
69;69;38;1511
70;70;23;1076
71;71;19;912
72;72;27;1210
73;73;79;3255
74;74;64;2564
75;75;34;1613
76;76;41;2370
77;77;26;1324
78;78;47;1834
79;79;79;3115
80;80;49;2220
81;81;21;982
82;82;20;960
83;83;27;1193
84;84;72;2749
85;85;68;2857
86;86;32;1459
87;87;28;1447
88;88;37;2178
89;89;55;2305
90;90;74;2745
91;91;40;1600
92;92;33;1752
93;93;23;1204
94;94;26;1144
95;95;68;2527
96;96;61;2335
97;97;38;1844
98;98;28;1483
99;99;22;1056
100;100;53;2201
101;101;97;4260
102;102;48;2119
103;103;21;979
104;104;20;960
105;105;37;1870
106;106;71;2801
107;107;62;2393
108;108;31;1355
109;109;31;1657
110;110;23;1233
111;111;46;1799
112;112;76;2839
113;113;56;2684
114;114;36;1974
115;115;19;912
116;116;26;1148
117;117;68;2514
118;118;67;2732
119;119;38;1870
120;120;19;912
121;121;29;1583
122;122;52;2185
123;123;74;2740
124;124;38;1507
125;125;32;1667
126;126;35;1989
127;127;33;1609
128;128;68;2530
129;129;60;2281
130;130;28;1215
131;131;28;1501
132;132;28;1488
133;133;49;1995
134;134;82;3360
135;135;43;1757
136;136;19;883
137;137;19;912
138;138;31;1508
139;139;83;3562
140;140;69;2894
141;141;31;1349
142;142;23;1104
143;143;21;1008
144;144;49;1994
145;145;85;3503
146;146;54;2486
147;147;28;1399
148;148;18;864
149;149;31;1387
150;150;75;3034
151;151;69;2849
152;152;36;1779
153;153;26;1356
154;154;18;864
155;155;49;1939
156;156;74;2759
157;157;43;1752
158;158;31;1638
159;159;32;1830
160;160;32;1541
161;161;70;2632
162;162;60;2286
163;163;31;1408
164;164;36;2101
165;165;29;1586
166;166;45;1737
167;167;75;2812
168;168;42;1680
169;169;23;1074
170;170;29;1585
171;171;34;1724
172;172;76;3140
173;173;64;2479
174;174;29;1263
