"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;41;1895
2;2;54;2846
3;3;16;631
4;4;9;370
5;5;17;667
6;6;25;982
7;7;40;1471
8;8;23;923
9;9;17;715
10;10;17;714
11;11;18;740
12;12;35;1283
13;13;32;1207
14;14;33;1699
15;15;42;2486
16;16;24;1084
17;17;25;994
18;18;42;1578
19;19;21;819
20;20;17;710
21;21;16;662
22;22;20;838
23;23;33;1195
24;24;34;1313
25;25;20;820
26;26;14;611
27;27;31;1567
28;28;50;2775
29;29;45;1857
30;30;21;823
31;31;17;713
32;32;18;760
33;33;16;648
34;34;37;1383
35;35;32;1214
36;36;19;766
37;37;13;563
38;38;18;722
39;39;26;1062
40;40;67;3371
41;41;37;1910
42;42;17;715
43;43;18;760
44;44;18;738
45;45;36;1337
46;46;34;1307
47;47;19;760
48;48;15;661
49;49;22;899
50;50;25;985
51;51;43;1670
52;52;32;1529
53;53;29;1529
54;54;37;2062
55;55;20;867
56;56;35;1279
57;57;32;1207
58;58;19;769
59;59;16;704
60;60;21;857
61;61;24;944
62;62;40;1468
63;63;22;878
64;64;21;944
65;65;27;1415
66;66;37;2053
67;67;47;2100
68;68;34;1292
69;69;18;711
70;70;13;566
71;71;22;911
72;72;25;995
73;73;39;1425
74;74;23;938
75;75;16;669
76;76;17;713
77;77;20;870
78;78;59;2915
79;79;53;2626
80;80;21;862
81;81;12;521
82;82;19;760
83;83;23;890
84;84;40;1469
85;85;22;874
86;86;17;712
87;87;18;759
88;88;17;696
89;89;37;1405
90;90;49;2356
91;91;42;2361
92;92;18;872
93;93;19;771
94;94;22;848
95;95;41;1511
96;96;19;735
97;97;19;807
98;98;17;710
99;99;18;751
100;100;35;1291
101;101;32;1200
102;102;25;1115
103;103;40;2379
104;104;35;1830
105;105;23;899
106;106;40;1472
107;107;22;881
108;108;15;615
109;109;18;758
110;110;17;692
111;111;36;1353
112;112;32;1202
113;113;20;810
114;114;12;516
115;115;33;1687
116;116;50;2712
117;117;45;1795
118;118;24;971
119;119;16;659
120;120;18;759
121;121;16;645
122;122;35;1289
123;123;31;1165
124;124;20;809
125;125;15;660
126;126;20;812
127;127;34;1607
128;128;47;1979
129;129;42;2225
130;130;23;1172
131;131;17;714
132;132;17;695
133;133;38;1429
134;134;30;1103
135;135;19;759
136;136;14;616
137;137;20;812
138;138;25;999
139;139;40;1484
140;140;29;1348
141;141;29;1527
142;142;39;2145
143;143;23;1118
144;144;37;1387
145;145;31;1150
146;146;20;805
147;147;12;512
148;148;21;870
149;149;25;993
150;150;42;1572
151;151;23;929
152;152;19;855
153;153;32;1740
154;154;41;2281
155;155;45;1915
156;156;31;1171
157;157;21;864
158;158;13;558
159;159;22;905
160;160;24;944
161;161;41;1513
162;162;22;872
163;163;16;663
164;164;18;755
165;165;29;1522
166;166;62;3121
167;167;41;1800
168;168;21;848
169;169;13;563
170;170;20;806
171;171;25;993
172;172;40;1466
173;173;23;922
174;174;18;753
175;175;15;621
