"window_number";"window_end_time";"packets_number";"total_packets_size"
1;1;66;2686
2;2;98;4701
3;3;47;2290
4;4;26;1166
5;5;28;1516
6;6;45;2026
7;7;80;2895
8;8;48;1875
9;9;32;1352
10;10;19;912
11;11;18;864
12;12;68;2542
13;13;70;2597
14;14;57;2834
15;15;51;2930
16;16;36;1965
17;17;40;1697
18;18;93;3736
19;19;54;2241
20;20;31;1302
21;21;19;912
22;22;21;1008
23;23;69;2572
24;24;70;2603
25;25;41;1748
26;26;45;2436
27;27;47;2779
28;28;50;2342
29;29;83;3073
30;30;49;1947
31;31;41;1992
32;32;22;1140
33;33;24;1152
34;34;66;2479
35;35;70;2585
36;36;36;1473
37;37;32;1609
38;38;35;1989
39;39;52;2478
40;40;97;3970
41;41;55;2427
42;42;34;1515
43;43;27;1376
44;44;29;1575
45;45;72;2769
46;46;71;2656
47;47;37;1518
48;48;26;1174
49;49;22;1129
50;50;55;2721
51;51;92;3694
52;52;58;2523
53;53;48;2465
54;54;25;1251
55;55;25;1307
56;56;78;3197
57;57;69;2552
58;58;39;1616
59;59;24;1075
60;60;18;864
61;61;40;1649
62;62;85;3180
63;63;68;3239
64;64;40;1889
65;65;38;2173
66;66;33;1835
67;67;70;2735
68;68;81;3291
69;69;42;1785
70;70;25;1125
71;71;21;1008
72;72;37;1512
73;73;84;3085
74;74;50;2040
75;75;50;2603
76;76;24;1300
77;77;38;2185
78;78;79;3342
79;79;71;2663
80;80;40;1698
81;81;35;1810
82;82;23;1156
83;83;35;1411
84;84;82;3029
85;85;45;1736
86;86;35;1526
87;87;33;1810
88;88;35;1987
89;89;87;3885
90;90;85;3573
91;91;38;1570
92;92;27;1247
93;93;30;1648
94;94;43;1874
95;95;80;2915
96;96;49;1948
97;97;30;1262
98;98;24;1232
99;99;31;1715
100;100;79;3279
101;101;91;4078
102;102;49;2328
103;103;22;976
104;104;19;912
105;105;40;1691
106;106;93;3775
107;107;50;2031
108;108;31;1313
109;109;22;1056
110;110;21;1008
111;111;71;2815
112;112;87;3823
113;113;51;2439
114;114;43;2326
115;115;26;1325
116;116;38;1570
117;117;90;3542
118;118;56;2422
119;119;29;1222
120;120;18;864
121;121;19;912
122;122;66;2450
123;123;73;2837
124;124;50;2408
125;125;39;2014
126;126;33;1909
127;127;50;2428
128;128;84;3138
129;129;46;1776
130;130;41;1959
131;131;26;1334
132;132;16;768
133;133;69;2618
134;134;68;2474
135;135;45;2078
136;136;35;1851
137;137;29;1611
138;138;46;2159
139;139;88;3410
140;140;58;2556
141;141;34;1509
142;142;21;1033
143;143;30;1645
144;144;69;2687
145;145;70;2608
146;146;36;1476
147;147;25;1126
148;148;32;1819
149;149;53;2587
150;150;85;3257
151;151;63;2881
152;152;37;1813
153;153;20;960
154;154;22;1056
155;155;71;2764
156;156;84;3463
157;157;42;1814
158;158;26;1173
159;159;18;864
160;160;45;2049
161;161;95;3902
162;162;54;2306
163;163;42;1976
164;164;37;2186
165;165;23;1186
166;166;70;2625
167;167;72;2760
168;168;48;2266
169;169;28;1339
170;170;21;1008
171;171;41;1702
172;172;91;3642
173;173;65;3073
174;174;34;1510
175;175;30;1561
176;176;35;1970
177;177;76;3064
178;178;69;2558
179;179;44;1972
180;180;34;1732
181;181;21;1008
182;182;37;1512
183;183;85;3177
184;184;64;2919
185;185;43;2164
186;186;20;960
187;187;19;912
188;188;78;3229
189;189;90;3959
190;190;35;1442
191;191;29;1409
192;192;31;1696
193;193;36;1478
194;194;80;2916
195;195;52;2103
196;196;44;2137
197;197;31;1661
198;198;32;1743
199;199;67;2493
200;200;71;2723
201;201;56;2772
202;202;33;1703
203;203;21;1087
204;204;50;2357
205;205;83;3053
206;206;50;1985
207;207;35;1512
208;208;31;1678
209;209;25;1280
210;210;69;2678
211;211;82;3395
212;212;39;1645
213;213;27;1227
214;214;32;1788
215;215;58;2915
216;216;94;3820
217;217;50;1994
218;218;31;1304
219;219;19;912
220;220;21;1060
221;221;76;3127
222;222;78;3070
223;223;46;2152
224;224;30;1424
225;225;19;912
226;226;46;2103
227;227;100;4242
228;228;53;2283
229;229;46;2230
230;230;21;1025
231;231;23;1104
232;232;71;2777
233;233;78;3166
234;234;38;1586
235;235;25;1128
236;236;29;1572
237;237;43;1944
238;238;81;2956
239;239;61;2729
240;240;56;3008
241;241;27;1454
242;242;23;1104
243;243;67;2493
244;244;70;2642
245;245;47;2209
246;246;27;1293
247;247;21;1008
248;248;37;1499
249;249;91;3578
250;250;55;2361
251;251;41;1962
252;252;38;2169
253;253;37;2173
254;254;65;2429
255;255;68;2504
256;256;35;1431
257;257;32;1560
258;258;30;1628
259;259;39;1607
260;260;82;3018
261;261;51;2057
262;262;40;1935
263;263;23;1168
264;264;33;1887
265;265;81;3493
266;266;82;3355
267;267;43;1918
268;268;27;1217
269;269;19;912
270;270;41;1694
271;271;93;3751
272;272;54;2243
273;273;36;1627
274;274;29;1580
275;275;24;1178
276;276;66;2464
277;277;90;3894
278;278;63;3257
279;279;26;1210
280;280;19;912
281;281;38;1555
282;282;88;3323
283;283;57;2532
284;284;34;1521
285;285;21;1008
286;286;30;1630
287;287;71;2850
288;288;69;2534
289;289;46;2125
290;290;50;2768
291;291;33;1868
292;292;38;1555
293;293;80;2912
294;294;48;1883
295;295;30;1304
296;296;31;1684
297;297;22;1117
298;298;67;2517
299;299;80;3264
300;300;42;1891
301;301;32;1621
302;302;41;2360
303;303;44;1980
304;304;94;3800
305;305;48;1904
306;306;35;1498
307;307;24;1211
308;308;33;1784
309;309;68;2615
310;310;72;2670
311;311;43;1930
312;312;33;1697
313;313;18;864
314;314;43;1825
315;315;102;4352
316;316;62;2814
317;317;42;2038
318;318;22;1072
319;319;19;912
320;320;67;2526
321;321;82;3368
322;322;39;1682
323;323;26;1198
324;324;29;1596
325;325;42;1821
326;326;82;3008
327;327;55;2369
328;328;50;2563
329;329;27;1444
330;330;29;1597
331;331;68;2582
332;332;70;2584
333;333;36;1477
334;334;33;1677
335;335;27;1395
336;336;41;1785
337;337;92;3697
338;338;52;2103
339;339;35;1547
340;340;37;2118
341;341;39;2281
342;342;72;2894
343;343;72;2692
344;344;38;1565
345;345;25;1130
346;346;22;1115
347;347;47;2214
348;348;89;3475
349;349;60;2650
350;350;30;1261
351;351;19;912
352;352;30;1675
353;353;90;4154
354;354;80;3286
355;355;37;1518
356;356;28;1266
357;357;20;960
358;358;40;1707
359;359;91;3669
360;360;59;2578
361;361;41;1973
362;362;21;1008
363;363;22;1098
364;364;80;3402
365;365;83;3506
366;366;45;2064
367;367;33;1670
368;368;20;960
369;369;37;1503
370;370;80;2913
371;371;53;2176
372;372;44;2122
373;373;28;1515
374;374;27;1471
375;375;66;2445
376;376;78;3155
377;377;58;2928
378;378;34;1748
379;379;25;1317
380;380;38;1543
381;381;81;2968
382;382;49;1931
383;383;33;1407
384;384;22;1075
385;385;36;2042
386;386;81;3454
387;387;75;2852
388;388;38;1584
389;389;46;2531
390;390;32;1725
391;391;43;1975
392;392;86;3368
393;393;48;1857
394;394;31;1302
395;395;21;1008
396;396;21;1008
397;397;78;3202
398;398;89;3838
399;399;40;1716
400;400;25;1148
401;401;37;2145
402;402;50;2351
403;403;94;3796
404;404;53;2185
405;405;32;1350
406;406;22;1056
407;407;19;912
408;408;67;2506
409;409;78;3088
410;410;52;2529
411;411;35;1810
412;412;20;976
413;413;46;2132
414;414;91;3603
415;415;67;3081
416;416;44;2182
417;417;20;981
418;418;20;960
419;419;65;2403
420;420;73;2752
421;421;41;1819
422;422;35;1789
423;423;23;1165
424;424;47;2184
425;425;82;3057
426;426;55;2356
427;427;47;2334
428;428;36;2026
429;429;33;1801
430;430;66;2449
431;431;71;2649
432;432;38;1565
433;433;25;1125
434;434;28;1535
435;435;44;1977
436;436;92;3727
437;437;51;2148
438;438;36;1638
439;439;29;1609
440;440;29;1594
441;441;82;3524
442;442;76;2984
443;443;38;1573
444;444;25;1128
445;445;19;912
446;446;47;2133
447;447;87;3417
448;448;51;2042
449;449;41;1996
450;450;24;1223
451;451;32;1714
452;452;75;3020
453;453;88;3830
454;454;48;2268
455;455;27;1217
456;456;19;912
457;457;41;1703
458;458;80;2888
459;459;53;2252
460;460;46;2280
461;461;28;1548
462;462;28;1448
463;463;78;3248
464;464;70;2629
465;465;39;1639
466;466;39;2068
467;467;32;1820
468;468;42;1746
469;469;83;3044
470;470;47;1843
471;471;38;1778
472;472;31;1731
473;473;32;1737
474;474;69;2620
475;475;81;3304
476;476;42;1879
477;477;24;1074
478;478;34;1878
479;479;57;2826
480;480;82;3021
481;481;47;1841
482;482;34;1449
483;483;18;864
484;484;28;1515
485;485;74;2968
486;486;80;3290
487;487;41;1791
488;488;33;1665
489;489;29;1548
490;490;47;2180
491;491;94;3902
492;492;58;2452
493;493;32;1365
494;494;20;960
495;495;19;912
496;496;70;2674
497;497;82;3404
498;498;52;2509
499;499;27;1286
500;500;21;1008
501;501;44;2012
502;502;96;3975
503;503;56;2436
504;504;39;1846
505;505;27;1419
506;506;18;864
507;507;68;2535
508;508;73;2814
509;509;48;2250
510;510;36;1810
511;511;30;1648
512;512;40;1667
513;513;92;3700
514;514;57;2492
515;515;42;2044
516;516;21;1008
517;517;25;1288
518;518;75;3099
519;519;72;2729
520;520;36;1481
521;521;31;1517
522;522;27;1488
523;523;48;2231
524;524;88;3414
525;525;58;2512
526;526;44;2164
527;527;28;1548
528;528;20;960
529;529;70;2715
530;530;83;3455
531;531;40;1675
532;532;24;1078
533;533;19;912
534;534;37;1504
535;535;98;4095
536;536;63;2895
537;537;42;2034
538;538;31;1748
539;539;25;1320
540;540;69;2581
541;541;70;2614
542;542;46;2172
543;543;31;1508
544;544;19;912
545;545;36;1466
546;546;85;3164
547;547;59;2568
548;548;51;2635
549;549;26;1390
550;550;33;1769
551;551;77;3169
552;552;75;2932
553;553;44;1969
554;554;35;1790
555;555;20;960
556;556;37;1508
557;557;80;2921
558;558;49;1944
559;559;41;1930
560;560;30;1677
561;561;30;1638
562;562;77;3201
563;563;84;3552
564;564;44;1973
565;565;28;1365
566;566;30;1637
567;567;39;1598
568;568;81;2957
569;569;48;1880
570;570;32;1357
571;571;23;1193
572;572;32;1775
573;573;78;3233
574;574;78;3099
575;575;46;2157
576;576;34;1729
577;577;27;1443
578;578;48;2224
579;579;88;3410
580;580;49;1941
581;581;35;1499
582;582;24;1152
583;583;19;912
584;584;76;3126
585;585;78;3186
586;586;48;2248
587;587;32;1620
588;588;31;1708
589;589;47;2176
590;590;90;3570
591;591;57;2504
592;592;31;1299
593;593;19;912
594;594;19;912
595;595;67;2514
596;596;70;2656
597;597;52;2425
598;598;30;1467
