"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;516;337;0,653100775193798;3,62061278190981;0,48818232546835
0,1;517;404;0,781431334622824;4,57782959299364;0,57556686830801
0,15;521;426;0,817658349328215;5,15876909249798;0,55198973131564
0,2;523;317;0,606118546845124;5,18012090945005;0,38833392706527
0,25;516;233;0,451550387596899;5,30301876148369;0,30667963970073
0,3;527;188;0,35673624288425;5,52909614428927;0,25001596022888
0,35;522;163;0,312260536398467;5,4080756523785;0,21553874483334
0,4;508;143;0,281496062992126;5,34166729249589;0,19223415530707
0,45;529;130;0,245746691871456;5,38684434110241;0,17439872480087
0,5;528;112;0,212121212121212;5,3495600479957;0,14923211336572
0,55;528;99;0,1875;5,34234078254658;0,13809637731571
0,6;523;94;0,179732313575526;5,26586225150564;0,13595117419828
0,65;523;88;0,168260038240918;5,39306169347217;0,11808044779356
0,7;516;83;0,160852713178295;5,47080531436149;0,11446205529028
0,75;524;74;0,141221374045802;5,42193297362336;0,10827846612501
0,8;522;70;0,134099616858238;5,49531930976572;0,094733140147023
0,85;526;68;0,129277566539924;5,65711194712154;0,090749735924778
0,9;513;62;0,120857699805068;5,59615750587836;0,085109617512214
0,95;528;58;0,109848484848485;5,91609493646439;0,08670594757789
1;527;56;0,106261859582543;5,73310835125563;0,079326743268445
