"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;4692;772;0,164535379369139;59,5488002589871;1,1524295360685
0,1;4665;432;0,092604501607717;62,7418344831906;0,86879867533634
0,15;4679;286;0,0611241718315879;70,2169567322294;0,82913094888525
0,2;4700;196;0,0417021276595745;78,473711472583;0,8927654319444
0,25;4676;170;0,0363558597091531;75,911617490197;0,78276402338156
0,3;4682;138;0,02947458351132;78,0318294501249;0,80436996243348
0,35;4687;108;0,023042457862172;80,0204648734218;0,90605609345248
0,4;4701;101;0,0214847904701127;78,1784651573786;0,81557958187397
0,45;4697;82;0,0174579518841814;79,3055569530012;0,88191943547616
0,5;4714;81;0,0171828595672465;77,6830437781474;0,74300797464254
0,55;4685;70;0,0149413020277481;77,9981424641322;0,77624630574371
0,6;4689;59;0,0125826402217957;82,8460558419308;0,95430431112842
0,65;4656;49;0,0105240549828179;81,7416762179629;0,85932156741287
0,7;4681;50;0,010681478316599;84,2523731860722;0,88173917385644
0,75;4692;44;0,00937766410912191;85,5444075434887;0,94554806221356
0,8;4695;31;0,00660276890308839;89,5767619064051;1,1274916108367
0,85;4679;32;0,00683906817696089;87,4571323697786;0,99110901070494
0,9;4675;39;0,00834224598930481;88,4480095259398;0,89318501738501
0,95;4676;27;0,00577416595380667;92,8113041031977;1,1118380223287
1;4683;32;0,00683322656416827;89,272882966781;1,0462381119114
