"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;1388;792;0,570605187319885;13,2029574826455;0,98021340276389
0,1;1391;513;0,368799424874191;12,5680015419146;0,63324908780391
0,15;1395;350;0,25089605734767;13,0099168880327;0,46513358455834
0,2;1399;273;0,195139385275197;14,4507639062606;0,36937303200398
0,25;1376;220;0,159883720930233;14,0094881371372;0,31142633937044
0,3;1388;181;0,130403458213256;13,733328971004;0,26100027974034
0,35;1386;165;0,119047619047619;13,7565487645115;0,22984169396765
0,4;1384;142;0,102601156069364;13,6093182211085;0,19501484931609
0,45;1389;132;0,0950323974082073;13,8298001896163;0,20389315724955
0,5;1393;114;0,08183776022972;13,7571955490998;0,16266762357296
0,55;1384;108;0,0780346820809249;13,8495506321676;0,18915163987232
0,6;1378;99;0,0718432510885341;14,1184644978186;0,14240434581876
0,65;1392;87;0,0625;13,6555662027895;0,14614537437864
0,7;1376;78;0,0566860465116279;14,6124348814917;0,15373041066953
0,75;1386;76;0,0548340548340548;14,8606584638124;0,14066926721584
0,8;1379;74;0,0536620739666425;14,4520811558613;0,1071595020698
0,85;1401;71;0,0506780870806567;14,4713364546047;0,11742320713867
0,9;1397;67;0,0479599141016464;15,3179040683904;0,11290920737338
0,95;1394;66;0,0473457675753228;15,1731688561472;0,098576382013386
1;1387;57;0,0410958904109589;15,0218296866095;0,13265794114084
