"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;1393;898;0,644651830581479;4,33852921061386;1,1155612283099
0,06;1389;832;0,598992080633549;4,09819589773854;1,050239660302
0,07;1393;715;0,513280689160086;3,76302975005025;0,92660936835819
0,08;1380;624;0,452173913043478;3,53498397171758;0,83294873877203
0,09;1370;552;0,402919708029197;3,38335611715144;0,7616634317204
0,1;1402;497;0,354493580599144;3,29551793919823;0,70961021447071
0,11;1394;452;0,324246771879483;3,24756204435024;0,66909562734916
0,12;1383;418;0,302241503976862;3,24166820754557;0,64194400144923
0,13;1396;385;0,275787965616046;3,24240821596154;0,61558006878767
0,14;1387;359;0,258832011535689;3,270327902189;0,59690480164535
0,15;1382;333;0,24095513748191;3,3031620317686;0,57992382461777
0,16;1391;312;0,224299065420561;3,35204256081395;0,5671287693588
0,17;1401;292;0,20842255531763;3,40637916486316;0,55624197364495
0,18;1391;276;0,198418404025881;3,47215079874696;0,54897322867331
0,19;1381;262;0,189717595944967;3,54829206428331;0,54489633286655
0,2;1380;250;0,181159420289855;3,63222976654708;0,54329841115593
0,21;1398;240;0,171673819742489;3,72465273244124;0,54350562223665
0,22;1382;225;0,162807525325615;3,8009549393631;0,53858637905491
0,23;1392;216;0,155172413793103;3,89828421516722;0,54012068762718
0,24;1388;208;0,14985590778098;3,99646345738973;0,54267361462375
0,25;1382;199;0,143994211287988;4,09177038651979;0,54407627558163
0,26;1369;190;0,138787436084733;4,18855453606776;0,54511827259967
0,27;1383;181;0,130874909616775;4,28636776551705;0,54624978809347
0,28;1390;171;0,123021582733813;4,38129086875546;0,54622944612869
0,29;1378;162;0,117561683599419;4,48009908970115;0,54744740024321
0,3;1384;157;0,113439306358382;4,59222782623852;0,55367024217657
