"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;4165;1495;0,358943577430972;16,6939070168626;2,0055207784024
0,06;4170;1250;0,299760191846523;15,826123752323;1,7459010469461
0,07;4144;1069;0,25796332046332;15,4966716798448;1,5630264097199
0,08;4196;937;0,223307912297426;15,5243131341305;1,4386391924465
0,09;4179;828;0,198133524766691;15,77825780136;1,3429910728682
0,1;4174;750;0,179683756588404;16,2126800930162;1,2833904932807
0,11;4165;676;0,162304921968788;16,744807726533;1,2297558193805
0,12;4162;625;0,150168188370975;17,3917024432782;1,2024053319805
0,13;4166;572;0,13730196831493;18,0782570107323;1,1713180282704
0,14;4162;521;0,125180201826045;18,7994227895475;1,1420748898443
0,15;4155;474;0,114079422382671;19,5621454346836;1,1204025739195
0,16;4184;437;0,104445506692161;20,3666964179901;1,1048985432437
0,17;4189;400;0,095488183337312;21,2063765792014;1,0974793835341
0,18;4163;372;0,0893586355993274;22,0736831176894;1,0935024401745
0,19;4196;342;0,0815061963775024;22,9598287286294;1,0941112646755
0,2;4143;319;0,0769973449191407;23,8692295630298;1,0979185394761
0,21;4177;297;0,0711036629159684;24,7969212627664;1,1045817126602
0,22;4148;276;0,0665380906460945;25,7298242933785;1,1133328077544
0,23;4142;257;0,0620473201352004;26,6846885313026;1,1263384127613
0,24;4181;240;0,0574025352786415;27,6416096215827;1,138651245465
0,25;4160;223;0,0536057692307692;28,6105887750916;1,1527852952753
0,26;4140;210;0,0507246376811594;29,5928555362291;1,1707158581406
0,27;4179;197;0,0471404642258914;30,5840769261794;1,1892183513168
0,28;4168;186;0,0446257197696737;31,5812917068622;1,2085915316938
0,29;4172;174;0,0417066155321189;32,5746228945008;1,227932748989
0,3;4155;164;0,0394705174488568;33,5914451141929;1,2521524163095
