"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;1916;1252;0,653444676409186;7,47190368447844;1,5771272660879
0,06;1898;1168;0,615384615384615;7,08729006957209;1,4936787436207
0,07;1917;1007;0,525299947835159;6,60074563659118;1,3227751657072
0,08;1901;883;0,46449237243556;6,29274527693711;1,1947075214546
0,09;1909;785;0,411210057621792;6,11377934086684;1,0976355242142
0,1;1909;711;0,372446306966998;6,03252149067108;1,027266348431
0,11;1903;648;0,340514976353127;6,01567510838883;0,97140791352785
0,12;1905;598;0,313910761154856;6,05352465053206;0,93049654835228
0,13;1898;554;0,291886195995785;6,1215579124659;0,89625607063536
0,14;1912;517;0,270397489539749;6,22352959646381;0,87064175239482
0,15;1910;481;0,251832460732984;6,33556981293352;0,84612789745836
0,16;1909;454;0,237820848611839;6,47981704661887;0,83102737987292
0,17;1889;429;0,22710428798306;6,63855971560319;0,81880226746089
0,18;1914;406;0,212121212121212;6,80597216483823;0,80901108345013
0,19;1914;386;0,201671891327064;6,98931662662657;0,80320289509193
0,2;1908;368;0,192872117400419;7,17987148718758;0,79974022504302
0,21;1922;353;0,18366285119667;7,38479241290597;0,79954700732066
0,22;1918;335;0,17466110531804;7,58174371862513;0,79572072550918
0,23;1928;324;0,16804979253112;7,7987498193167;0,79936988169116
0,24;1893;311;0,164289487585843;8,01670878729068;0,80196369218147
0,25;1893;299;0,157950343370312;8,23599545039871;0,80508402265417
0,26;1906;285;0,149527806925498;8,45075779845228;0,80491688192493
0,27;1898;272;0,143308746048472;8,6706443501522;0,80630178723077
0,28;1923;259;0,134685387415497;8,89130929793143;0,80799900869781
0,29;1912;247;0,12918410041841;9,11474438773366;0,81031016854635
0,3;1911;237;0,124018838304553;9,34306030341626;0,8140744158456
