"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;6932;1433;0,206722446624351;34,593039547663;2,16979074505
0,06;6928;1194;0,172344110854503;33,9845324991963;1,9227520137035
0,07;6941;1019;0,146808817173318;34,3971591393509;1,7598617433115
0,08;6925;861;0,124332129963899;35,3551102618133;1,6114039076362
0,09;6907;741;0,1072824670624;36,8194916606899;1,5108185733055
0,1;6929;642;0,0926540626353009;38,5556635192768;1,4397895702561
0,11;6935;558;0,0804614275414564;40,5075171298422;1,3909551555184
0,12;6916;493;0,071283979178716;42,681502004311;1,3629785888694
0,13;6944;436;0,0627880184331797;44,9672344114723;1,3495953404577
0,14;6967;387;0,0555475814554328;47,35742101704;1,3440264127895
0,15;6939;345;0,0497189796800692;49,8316638953621;1,3456727791283
0,16;6936;308;0,0444059976931949;52,3722621082473;1,3549741499922
0,17;6942;272;0,0391817919907808;54,9433513749897;1,3690320206775
0,18;6957;246;0,0353600689952566;57,6138857372185;1,3926031699174
0,19;6955;218;0,0313443565780014;60,281871569059;1,415220552989
0,2;6939;196;0,0282461449776625;63,0159307410617;1,4452968546582
0,21;6918;172;0,0248626770742989;65,733470127518;1,4726614872232
0,22;6930;156;0,0225108225108225;68,5379966838468;1,5082969779714
0,23;6926;136;0,0196361536240254;71,3130061286604;1,5435357840248
0,24;6939;123;0,017725897103329;74,1696996507801;1,5850518219278
0,25;6958;108;0,0155217016384018;76,9779122327834;1,6221511370848
0,26;6940;92;0,0132564841498559;79,8032926357298;1,6624503731009
0,27;6979;78;0,0111763863017624;82,6480212373523;1,7029365217379
0,28;6929;71;0,0102467888584211;85,5668777550972;1,7503489399879
0,29;6996;59;0,00843339050886221;88,4335271789861;1,7958291483913
0,3;6950;48;0,00690647482014389;91,3197178986436;1,8415944295138
