"slot_duration";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
0,05;522;482;0,923371647509579;2,06515062148313;0,63026474834292
0,06;510;433;0,849019607843137;1,88504403753568;0,5748397472308
0,07;516;410;0,794573643410853;1,8035632048028;0,55147657061251
0,08;523;389;0,743785850860421;1,73967857889987;0,53074196526295
0,09;512;372;0,7265625;1,69744008702932;0,51537652669032
0,1;519;358;0,689788053949904;1,66939279673916;0,50387629983549
0,11;524;346;0,66030534351145;1,65265965363179;0,49502323431347
0,12;517;337;0,65183752417795;1,64816407710567;0,49005184967791
0,13;524;315;0,601145038167939;1,60819709226995;0,47010296705819
0,14;528;292;0,553030303030303;1,56764117919752;0,44919694480049
0,15;528;275;0,520833333333333;1,54586570772007;0,43504330961327
0,16;526;259;0,492395437262357;1,52863398882694;0,42255654534185
0,17;531;245;0,461393596986817;1,51900168822579;0,41246241147938
0,18;514;234;0,455252918287938;1,5177615352263;0,40539861173076
0,19;521;223;0,428023032629559;1,51818718447806;0,39881724874554
0,2;524;211;0,402671755725191;1,51616271676701;0,39118461661322
0,21;531;205;0,386064030131827;1,53160683678484;0,39006883868561
0,22;521;196;0,376199616122841;1,5391971920265;0,38584701350322
0,23;529;188;0,35538752362949;1,54976091411421;0,38259825328103
0,24;525;181;0,344761904761905;1,56399211163888;0,38084781778406
0,25;519;175;0,33718689788054;1,58162642024281;0,38010269628643
0,26;522;170;0,325670498084291;1,60214303413991;0,38054276587888
0,27;525;164;0,312380952380952;1,62022679955364;0,379900678849
0,28;520;158;0,303846153846154;1,63873547831497;0,37932378571025
0,29;525;154;0,293333333333333;1,6614471918761;0,38042490601038
0,3;526;151;0,287072243346008;1,68947756205793;0,38343683123316
