"slots_number";"total_packets_sent";"total_packets_received";"packet_received_ratio";"total_energy_utilization";"gateway_energy_utilization"
8;11112;339;0,0305075593952484;11,6284723872879;0,47823179897264
16;11104;520;0,0468299711815562;16,5620624925904;0,80148372833012
24;11087;645;0,0581762424461081;26,1573815203521;1,0213084765386
32;11058;638;0,0576957858563936;32,7877429642745;1,0433710909338
40;11044;678;0,0613908004346251;43,0149806272011;1,2365098138653
48;11076;711;0,064192849404117;54,2903789317843;1,4559348147282
56;11105;668;0,060153084196308;62,8966098106551;1,503567382923
64;11061;659;0,0595786999367146;72,6860345171097;1,6084675544888
